method,feature,mean_abs_shap,mean_shap
CTM,var_collapse,0.142147006424504,0.07696240607940266
CTM,equiangular_uc,0.03372265027150136,0.015212603598029692
CTM,equiangular_wc,0.13312596997082665,0.07812874651619074
CTM,equinorm_uc,0.016353915385769333,0.004611019957847321
CTM,equinorm_wc,0.01818120843610163,0.007896356811842153
CTM,max_equiangular_uc,0.033724048325615284,0.013450157276032432
CTM,max_equiangular_wc,0.07461355343143271,0.04119604165882708
CTM,self_duality,0.03286963640424117,0.01479266810182805
CTMmeanOC,var_collapse,0.01702462022028837,-0.006868902266744336
CTMmeanOC,equiangular_uc,0.08935714285714288,-0.050733001373626394
CTMmeanOC,equiangular_wc,0.00450994318181818,-0.00134659090909091
CTMmeanOC,equinorm_uc,0.0789704705017205,-0.041352501869046
CTMmeanOC,equinorm_wc,0.08414583333333334,-0.04246600877192983
CTMmeanOC,max_equiangular_uc,0.10268181818181824,-0.05644597001020437
CTMmeanOC,max_equiangular_wc,0.009829453901679299,-0.0014736506734840957
CTMmeanOC,self_duality,0.10661931818181825,-0.053813374125874155
Energy,var_collapse,0.15297882728500561,0.0014044766692816707
Energy,equiangular_uc,0.02710570021428337,0.00025835832655517026
Energy,equiangular_wc,0.09346776323787573,-0.005991959524347632
Energy,equinorm_uc,0.0942514351444738,-0.003399894910056797
Energy,equinorm_wc,0.037620043946071796,0.0019098512008673368
Energy,max_equiangular_uc,0.025394750895905354,0.00014977992270633203
Energy,max_equiangular_wc,0.015751083203359186,-0.0009500016311082551
Energy,self_duality,0.03805611804596926,0.0041193899461021855
GE,var_collapse,0.011717997766122765,-0.00023826680264180493
GE,equiangular_uc,0.10833945879332044,-0.000804895220368286
GE,equiangular_wc,0.015545254117304983,0.0022389814452182296
GE,equinorm_uc,0.01264737623007119,-0.0014533364607179713
GE,equinorm_wc,0.032806462953610026,0.003249386066205688
GE,max_equiangular_uc,0.12567808369711247,-0.0014457614894008333
GE,max_equiangular_wc,0.07601141826923079,-0.00034795673076922775
GE,self_duality,0.11445299179986686,-0.00019815080752581192
GEN,var_collapse,0.01702462022028837,-0.006868902266744336
