feature,lr_mean_abs_coef,rf_gini_importance,lr_rank,rf_rank
<<<<<<< HEAD
equiangular_wc,0.4834729389649604,0.15962211452252242,2,1
max_equiangular_uc,0.2975229205233339,0.14711439531559065,5,2
max_equiangular_wc,0.5463407842000685,0.1442179146797598,1,3
var_collapse,0.3421858700317788,0.1319710861973002,4,4
equiangular_uc,0.17869314534513953,0.12749836541592977,6,5
equinorm_uc,0.16865312537812052,0.11946717322801965,7,6
self_duality,0.4753981528640354,0.11043079732151151,3,7
equinorm_wc,0.1458134187086695,0.059678153319366045,8,8
=======
wM_etf_diff,0.1973856138166945,0.10003256731669646,7,1
cdnv_score,0.19622943759871717,0.0988725312108365,8,2
equinorm_wc,0.11877140248669486,0.09831562611707191,13,3
equinorm_uc,0.15286510379234472,0.08645070866068418,11,4
M_etf_diff,0.1934277714686805,0.08588957773173177,9,5
equiangular_wc,0.372487114779858,0.08386101591682647,3,6
equiangular_uc,0.1407666034228016,0.08028066971090701,12,7
max_equiangular_uc,0.16697392574558126,0.07654057173318736,10,8
max_equiangular_wc,0.39326712802609615,0.07520909623020332,2,9
self_duality,0.4003022841576184,0.06408836628633308,1,10
bias_collapse,0.23370581509680702,0.061129639720460975,5,11
var_collapse,0.32715125075551227,0.05204058278241546,4,12
w_etf_diff,0.22844051643276556,0.03728904658264559,6,13
>>>>>>> e9edc33 (refactor: update multinomial analysis pipeline to include new ETF-based features and expanded target classes)
