method,feature,iv,n_bins,quality_score
CTMmean,var_collapse,0.0,1,0.0
CTMmean,equiangular_uc,0.032367187718780055,2,0.017860670125247457
CTMmean,equiangular_wc,1.1435915094999454,2,0.028141962695496264
CTMmean,equinorm_uc,0.0,1,0.0
CTMmean,equinorm_wc,0.044385648714354825,3,0.019669616294843185
CTMmean,max_equiangular_uc,0.17075071941906467,2,0.19223011232837467
CTMmean,max_equiangular_wc,0.0,1,0.0
CTMmean,self_duality,0.0,1,0.0
CTMmeanOC,var_collapse,0.0,1,0.0
CTMmeanOC,equiangular_uc,0.032367187718780055,2,0.017860670125247457
CTMmeanOC,equiangular_wc,1.1435915094999454,2,0.028141962695496264
CTMmeanOC,equinorm_uc,0.0,1,0.0
CTMmeanOC,equinorm_wc,0.044385648714354825,3,0.019669616294843185
CTMmeanOC,max_equiangular_uc,0.17075071941906467,2,0.19223011232837467
CTMmeanOC,max_equiangular_wc,0.0,1,0.0
CTMmeanOC,self_duality,0.0,1,0.0
Energy,var_collapse,0.0,1,0.0
Energy,equiangular_uc,0.2699853433898032,2,0.26513899825334886
Energy,equiangular_wc,0.6240307722527672,3,0.45455162776743857
Energy,equinorm_uc,0.0,1,0.0
Energy,equinorm_wc,2.2514699724623357,3,6.06129279859338e-07
Energy,max_equiangular_uc,0.0,2,0.0
Energy,max_equiangular_wc,0.6863274648639169,2,0.290740633182414
Energy,self_duality,0.0,1,0.0
GE,var_collapse,0.0,1,0.0
GE,equiangular_uc,0.2699853433898032,2,0.26513899825334886
GE,equiangular_wc,0.6240307722527672,3,0.45455162776743857
GE,equinorm_uc,0.0,1,0.0
GE,equinorm_wc,2.2514699724623357,3,6.06129279859338e-07
GE,max_equiangular_uc,0.0,2,0.0
GE,max_equiangular_wc,0.6863274648639169,2,0.290740633182414
GE,self_duality,0.0,1,0.0
KPCA RecError global,var_collapse,0.0,1,0.0
KPCA RecError global,equiangular_uc,0.0,1,0.0
KPCA RecError global,equiangular_wc,0.5468216403343434,3,0.580814682021346
KPCA RecError global,equinorm_uc,1.637877329474493,2,0.0008637574148519122
KPCA RecError global,equinorm_wc,0.588301785660695,3,0.4553521353491264
KPCA RecError global,max_equiangular_uc,0.5364793041447002,2,0.4302469180658073
KPCA RecError global,max_equiangular_wc,0.28092698767605184,2,0.369737303113458
KPCA RecError global,self_duality,0.0,1,0.0
MLS,var_collapse,0.0,1,0.0
MLS,equiangular_uc,0.2699853433898032,2,0.26513899825334886
MLS,equiangular_wc,0.6240307722527672,3,0.45455162776743857
MLS,equinorm_uc,0.0,1,0.0
MLS,equinorm_wc,2.2514699724623357,3,6.06129279859338e-07
MLS,max_equiangular_uc,0.0,2,0.0
MLS,max_equiangular_wc,0.6863274648639169,2,0.290740633182414
MLS,self_duality,0.0,1,0.0
Maha,var_collapse,0.0,1,0.0
Maha,equiangular_uc,0.0,1,0.0
Maha,equiangular_wc,0.5468216403343434,3,0.580814682021346
Maha,equinorm_uc,1.637877329474493,2,0.0008637574148519122
Maha,equinorm_wc,0.588301785660695,3,0.4553521353491264
Maha,max_equiangular_uc,0.5364793041447002,2,0.4302469180658073
Maha,max_equiangular_wc,0.28092698767605184,2,0.369737303113458
Maha,self_duality,0.0,1,0.0
PE,var_collapse,0.0,1,0.0
PE,equiangular_uc,0.2699853433898032,2,0.26513899825334886
PE,equiangular_wc,0.6240307722527672,3,0.45455162776743857
PE,equinorm_uc,0.0,1,0.0
PE,equinorm_wc,2.2514699724623357,3,6.06129279859338e-07
PE,max_equiangular_uc,0.0,2,0.0
PE,max_equiangular_wc,0.6863274648639169,2,0.290740633182414
PE,self_duality,0.0,1,0.0
ViM,var_collapse,0.0,1,0.0
ViM,equiangular_uc,0.0,1,0.0
ViM,equiangular_wc,0.5468216403343434,3,0.580814682021346
ViM,equinorm_uc,1.637877329474493,2,0.0008637574148519122
ViM,equinorm_wc,0.588301785660695,3,0.4553521353491264
ViM,max_equiangular_uc,0.5364793041447002,2,0.4302469180658073
ViM,max_equiangular_wc,0.28092698767605184,2,0.369737303113458
ViM,self_duality,0.0,1,0.0
fDBD,var_collapse,0.0,1,0.0
fDBD,equiangular_uc,0.0,1,0.0
fDBD,equiangular_wc,0.5468216403343434,3,0.580814682021346
fDBD,equinorm_uc,1.637877329474493,2,0.0008637574148519122
fDBD,equinorm_wc,0.588301785660695,3,0.4553521353491264
fDBD,max_equiangular_uc,0.5364793041447002,2,0.4302469180658073
fDBD,max_equiangular_wc,0.28092698767605184,2,0.369737303113458
fDBD,self_duality,0.0,1,0.0
pNML,var_collapse,0.0,1,0.0
pNML,equiangular_uc,0.0,1,0.0
pNML,equiangular_wc,0.2917607683889164,3,0.289894867747496
pNML,equinorm_uc,1.0627247330045528,2,0.059951651270015144
pNML,equinorm_wc,1.8583216173314017,3,9.26651325928213e-05
pNML,max_equiangular_uc,0.5364793041447002,2,0.4302469180658073
pNML,max_equiangular_wc,0.0,1,0.0
pNML,self_duality,0.0,1,0.0
