,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality
CTM,-1.8497162975136805,-0.48047374947389154,-0.4208680093218559,-0.5331315010535678,-0.6590565795709112,-0.17434599764919118,-0.4448577922991631,1.2884583188859906
CTMmean,-2.2775303227045813,-0.2076299109639529,-0.4103268701353975,-0.26889727018835863,0.7241446050453496,-0.061512835921028304,-0.2388536419778525,0.4124895807302555
CTMmeanOC,-2.718681560429516,0.28189238920168386,0.08758333381378115,-0.6143021652244148,1.1042042995302628,-0.16960428869933625,0.30097979306986455,-0.5147019757182252
Confidence,0.19706367769940267,-0.012570564239943058,-0.1576950588562082,0.5298065643471591,0.8072474916935233,0.07721826786390859,-0.8989229572059727,-1.8006315757429574
Energy,1.6080908487924983,0.7780203466530051,1.441603360687873,-1.942488893092874,0.43444172113322294,-0.5820907062130158,0.7463797692136944,1.2919142882467125
GradNorm,1.273376141720781,0.5780937874973684,0.5544359831036958,1.0552986899465102,-1.0384056196728435,0.564206891031929,0.6091059032665979,1.0290543897486495
Maha,-0.5648113429039936,1.0999597213995829,-1.8866010356063365,0.5089116288840964,-0.8178260324455988,0.9363728559727881,-1.7178400202594908,-0.3363538366505098
NNGuide,0.8212432795124042,0.8683771584245936,0.6073505785213886,-2.183604080436457,1.6359179487438846,0.38417122226849787,1.0768112620375472,-0.13301671449859725
PCA RecError global,0.8092826558118882,0.024895189761559428,1.097743864382047,-0.43847859047342175,-0.2690654415535891,1.9219859442647822,2.2643563731879524,-1.821152974382389
PE,0.09496735840804103,-0.7280741829657256,1.2339265680784077,-1.3321197409925267,-0.9854646531339785,-0.435323830665091,1.2708804922890442,-1.093178546352815
REN,0.10654240795765096,-0.5647535906987502,0.07872392708952353,-1.5004417693310625,1.003741158947848,-0.5481082913356551,0.31477019660065386,0.6390560968568841
Residual,0.6792382441446384,0.04946121393338732,-0.44055664312249027,3.2237825404404794,-1.60600533993992,-1.3125958406169387,-1.4464334243932684,-0.21542855087515173
ViM,0.4092609618758749,0.22275825089537693,-2.002605804029781,2.2875902828309456,-0.22162851022819705,0.5329097181155856,-1.7708458850904083,-1.195080337638205
fDBD,0.13128763368298335,-1.0319383172931458,-0.12361291419995844,-0.5025062964519694,0.8122719598633109,-0.7023663404941476,0.005583920706520696,1.117980888738311
pNML,1.2803863139456142,-0.8780177421311426,0.3408987195952978,1.7105806007954871,-0.9245170084123252,-0.4309167679230974,-0.07111398914572216,1.3305909486520748
