method,feature,mean_abs_shap,mean_shap
CTM,var_collapse,0.12258770997206056,0.011184507674247965
CTM,equiangular_uc,0.06304880745197967,-0.005873215149648511
CTM,equiangular_wc,0.05699237105476527,0.005700683723825635
CTM,equinorm_uc,0.05007464820167388,-0.0060214463140399
CTM,equinorm_wc,0.06199181751550249,-0.0046528542431710455
CTM,max_equiangular_uc,0.07080378885338803,-0.0071438778548483465
CTM,max_equiangular_wc,0.04570688719981169,0.006618759096446164
CTM,self_duality,0.05160634968906096,0.0010624430671880801
Energy,var_collapse,0.12258770997206059,-0.011184507674247947
Energy,equiangular_uc,0.06304880745197966,0.005873215149648501
Energy,equiangular_wc,0.056992371054765276,-0.005700683723825646
Energy,equinorm_uc,0.0500746482016739,0.006021446314039896
Energy,equinorm_wc,0.06199181751550249,0.004652854243171048
Energy,max_equiangular_uc,0.07080378885338807,0.007143877854848374
Energy,max_equiangular_wc,0.04570688719981168,-0.006618759096446161
Energy,self_duality,0.05160634968906097,-0.0010624430671880678
GE,var_collapse,0.09530143969107394,-0.05213337868684971
GE,equiangular_uc,0.04464437760645278,-0.02085251540377912
GE,equiangular_wc,0.10780310060067863,-0.05925221281843317
GE,equinorm_uc,0.04360517614821117,-0.020879622524255282
GE,equinorm_wc,0.026721830552413416,-0.015503006392040011
GE,max_equiangular_uc,0.04649569018760498,-0.022866610904272423
GE,max_equiangular_wc,0.07799257458144301,-0.04434865497107006
GE,self_duality,0.041660868135271714,-0.020663998299300223
MLS,var_collapse,0.09530143969107394,-0.05213337868684971
MLS,equiangular_uc,0.04464437760645278,-0.02085251540377912
MLS,equiangular_wc,0.10780310060067863,-0.05925221281843317
MLS,equinorm_uc,0.04360517614821117,-0.020879622524255282
MLS,equinorm_wc,0.026721830552413416,-0.015503006392040011
MLS,max_equiangular_uc,0.04649569018760498,-0.022866610904272423
MLS,max_equiangular_wc,0.07799257458144301,-0.04434865497107006
MLS,self_duality,0.041660868135271714,-0.020663998299300223
MSR,var_collapse,0.03488003458362487,-0.012943083124427787
MSR,equiangular_uc,0.03635047543415082,-0.018181682236059926
MSR,equiangular_wc,0.04843967573514379,-0.025996071301626185
MSR,equinorm_uc,0.028867186461665178,-0.017142828094883718
MSR,equinorm_wc,0.17167811212957362,-0.09330182607035403
MSR,max_equiangular_uc,0.03882428490558898,-0.016451420816161254
MSR,max_equiangular_wc,0.02999571430933423,-0.015964033291933778
MSR,self_duality,0.12170779919351897,-0.050269055064553356
NNGuide,var_collapse,0.03488003458362487,-0.012943083124427787
NNGuide,equiangular_uc,0.03635047543415082,-0.018181682236059926
NNGuide,equiangular_wc,0.04843967573514379,-0.025996071301626185
NNGuide,equinorm_uc,0.028867186461665178,-0.017142828094883718
NNGuide,equinorm_wc,0.17167811212957362,-0.09330182607035403
NNGuide,max_equiangular_uc,0.03882428490558898,-0.016451420816161254
NNGuide,max_equiangular_wc,0.02999571430933423,-0.015964033291933778
NNGuide,self_duality,0.12170779919351897,-0.050269055064553356
NeCo,var_collapse,0.12258770997206059,-0.011184507674247947
NeCo,equiangular_uc,0.06304880745197966,0.005873215149648501
NeCo,equiangular_wc,0.056992371054765276,-0.005700683723825646
NeCo,equinorm_uc,0.0500746482016739,0.006021446314039896
NeCo,equinorm_wc,0.06199181751550249,0.004652854243171048
NeCo,max_equiangular_uc,0.07080378885338807,0.007143877854848374
NeCo,max_equiangular_wc,0.04570688719981168,-0.006618759096446161
NeCo,self_duality,0.05160634968906097,-0.0010624430671880678
PCE,var_collapse,0.03488003458362487,-0.012943083124427787
PCE,equiangular_uc,0.03635047543415082,-0.018181682236059926
PCE,equiangular_wc,0.04843967573514379,-0.025996071301626185
PCE,equinorm_uc,0.028867186461665178,-0.017142828094883718
PCE,equinorm_wc,0.17167811212957362,-0.09330182607035403
PCE,max_equiangular_uc,0.03882428490558898,-0.016451420816161254
PCE,max_equiangular_wc,0.02999571430933423,-0.015964033291933778
PCE,self_duality,0.12170779919351897,-0.050269055064553356
PE,var_collapse,0.010054127211219888,0.0013485322785123783
PE,equiangular_uc,0.03480546366980612,0.0013581035168192738
PE,equiangular_wc,0.11083989900990784,-0.0057710425262682465
PE,equinorm_uc,0.027460052741216785,-0.0009497561726942362
PE,equinorm_wc,0.08934226958842138,-0.0010150490935783494
PE,max_equiangular_uc,0.038510392849419144,0.0015017503518758206
PE,max_equiangular_wc,0.07516729048238772,-0.003487550965786007
PE,self_duality,0.1171657306975487,0.005390012611119424
fDBD,var_collapse,0.03488003458362487,-0.012943083124427787
fDBD,equiangular_uc,0.03635047543415082,-0.018181682236059926
fDBD,equiangular_wc,0.04843967573514379,-0.025996071301626185
fDBD,equinorm_uc,0.028867186461665178,-0.017142828094883718
fDBD,equinorm_wc,0.17167811212957362,-0.09330182607035403
fDBD,max_equiangular_uc,0.03882428490558898,-0.016451420816161254
fDBD,max_equiangular_wc,0.02999571430933423,-0.015964033291933778
fDBD,self_duality,0.12170779919351897,-0.050269055064553356
