method,feature,mean_abs_shap,mean_shap
CTM,var_collapse,0.07223456661075317,-0.03981429022282859
CTM,equiangular_uc,0.05485061368890631,-0.02761247450479304
CTM,equiangular_wc,0.1286566891034022,-0.06524503962774396
CTM,equinorm_uc,0.0436042703564857,-0.018745105302308676
CTM,equinorm_wc,0.018253359204549388,-0.006757531997814218
CTM,max_equiangular_uc,0.06442826254747619,-0.028703394228979162
CTM,max_equiangular_wc,0.06936333976634707,-0.032639677750122734
CTM,self_duality,0.08996127732598594,-0.02827415303207639
CTMmean,var_collapse,0.08962972957251027,-0.040544395395990834
CTMmean,equiangular_uc,0.08536575930563056,-0.047335215085940956
CTMmean,equiangular_wc,0.08167791126547468,-0.03877620804285507
CTMmean,equinorm_uc,0.0484736626741939,-0.023347929320737683
CTMmean,equinorm_wc,0.031204686983935324,-0.010257058497729161
CTMmean,max_equiangular_uc,0.06264592373168743,-0.02904598055432052
CTMmean,max_equiangular_wc,0.05097857483274696,-0.022242769530781987
CTMmean,self_duality,0.0683427925813577,-0.040867110238310404
CTMmeanOC,var_collapse,0.08962972957251027,-0.040544395395990834
CTMmeanOC,equiangular_uc,0.08536575930563056,-0.047335215085940956
CTMmeanOC,equiangular_wc,0.08167791126547468,-0.03877620804285507
CTMmeanOC,equinorm_uc,0.0484736626741939,-0.023347929320737683
CTMmeanOC,equinorm_wc,0.031204686983935324,-0.010257058497729161
CTMmeanOC,max_equiangular_uc,0.06264592373168743,-0.02904598055432052
CTMmeanOC,max_equiangular_wc,0.05097857483274696,-0.022242769530781987
CTMmeanOC,self_duality,0.0683427925813577,-0.040867110238310404
Energy,var_collapse,0.07961397200309889,-0.039294713594690084
Energy,equiangular_uc,0.06600606588670672,-0.03174877661443892
Energy,equiangular_wc,0.07992966933302308,-0.031132778685132614
Energy,equinorm_uc,0.07942255586016742,-0.03848617702675665
Energy,equinorm_wc,0.04149753030685255,-0.018491403864438115
Energy,max_equiangular_uc,0.04101130546511158,-0.017573887255018576
Energy,max_equiangular_wc,0.06632723550542216,-0.027566845641335845
Energy,self_duality,0.10028491423779025,-0.05108041731818913
KPCA RecError global,var_collapse,0.08962972957251027,-0.040544395395990834
KPCA RecError global,equiangular_uc,0.08536575930563056,-0.047335215085940956
KPCA RecError global,equiangular_wc,0.08167791126547468,-0.03877620804285507
KPCA RecError global,equinorm_uc,0.0484736626741939,-0.023347929320737683
KPCA RecError global,equinorm_wc,0.031204686983935324,-0.010257058497729161
KPCA RecError global,max_equiangular_uc,0.06264592373168743,-0.02904598055432052
KPCA RecError global,max_equiangular_wc,0.05097857483274696,-0.022242769530781987
KPCA RecError global,self_duality,0.0683427925813577,-0.040867110238310404
MLS,var_collapse,0.07961397200309889,-0.039294713594690084
MLS,equiangular_uc,0.06600606588670672,-0.03174877661443892
MLS,equiangular_wc,0.07992966933302308,-0.031132778685132614
MLS,equinorm_uc,0.07942255586016742,-0.03848617702675665
MLS,equinorm_wc,0.04149753030685255,-0.018491403864438115
MLS,max_equiangular_uc,0.04101130546511158,-0.017573887255018576
MLS,max_equiangular_wc,0.06632723550542216,-0.027566845641335845
MLS,self_duality,0.10028491423779025,-0.05108041731818913
NNGuide,var_collapse,0.07961397200309889,-0.039294713594690084
NNGuide,equiangular_uc,0.06600606588670672,-0.03174877661443892
NNGuide,equiangular_wc,0.07992966933302308,-0.031132778685132614
NNGuide,equinorm_uc,0.07942255586016742,-0.03848617702675665
NNGuide,equinorm_wc,0.04149753030685255,-0.018491403864438115
NNGuide,max_equiangular_uc,0.04101130546511158,-0.017573887255018576
NNGuide,max_equiangular_wc,0.06632723550542216,-0.027566845641335845
NNGuide,self_duality,0.10028491423779025,-0.05108041731818913
NeCo,var_collapse,0.07961397200309889,-0.039294713594690084
NeCo,equiangular_uc,0.06600606588670672,-0.03174877661443892
NeCo,equiangular_wc,0.07992966933302308,-0.031132778685132614
NeCo,equinorm_uc,0.07942255586016742,-0.03848617702675665
NeCo,equinorm_wc,0.04149753030685255,-0.018491403864438115
NeCo,max_equiangular_uc,0.04101130546511158,-0.017573887255018576
NeCo,max_equiangular_wc,0.06632723550542216,-0.027566845641335845
NeCo,self_duality,0.10028491423779025,-0.05108041731818913
ViM,var_collapse,0.08962972957251027,-0.040544395395990834
ViM,equiangular_uc,0.08536575930563056,-0.047335215085940956
ViM,equiangular_wc,0.08167791126547468,-0.03877620804285507
ViM,equinorm_uc,0.0484736626741939,-0.023347929320737683
ViM,equinorm_wc,0.031204686983935324,-0.010257058497729161
ViM,max_equiangular_uc,0.06264592373168743,-0.02904598055432052
ViM,max_equiangular_wc,0.05097857483274696,-0.022242769530781987
ViM,self_duality,0.0683427925813577,-0.040867110238310404
fDBD,var_collapse,0.005802885474614207,7.942437358089612e-05
fDBD,equiangular_uc,0.08817088065175542,0.009074605296194412
fDBD,equiangular_wc,0.1005123682207216,-0.004847369882121289
fDBD,equinorm_uc,0.016681748875358674,-0.004555356926783146
fDBD,equinorm_wc,0.0364377645951934,-0.004451484704088942
fDBD,max_equiangular_uc,0.048965062527347086,-0.002866229269089595
fDBD,max_equiangular_wc,0.06734978304263817,-0.006024174306403518
fDBD,self_duality,0.16871124408942342,0.015007252085377827
