lodo_accuracy,lodo_jaccard,lodo_f1,lodo_top3_hit,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,lodo_baseline_jaccard,lodo_baseline_f1,lodo_baseline_top3_hit,lodo_baseline_clique_hit,lodo_best_model,kfold_rf_accuracy,kfold_rf_jaccard,kfold_rf_f1,kfold_rf_top3_hit,kfold_rf_clique_hit,kfold_n_folds,kfold_baseline_accuracy,dt_depth,dt_cv_accuracy,dt_cv_jaccard,dt_cv_f1,dt_cv_top3_hit,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes,target_mode
0.0,0.30833333333333335,0.3777777777777778,0.225,0.5,120,0.0,0.125,0.16666666666666666,0.3,0.25,RF,0.9583333333333334,0.9625,0.9638888888888888,0.575,0.9666666666666667,2,0.25,2,0.0,0.26666666666666666,0.3634920634920635,0.35,0.6166666666666667,group_mid,120,6,8,"CTM,CTMmean,CTMmeanOC,Energy,NNGuide,fDBD",clique
