method,feature,iv,n_bins,quality_score
CTM,var_collapse,0.8749653887814057,3,0.2102194115803431
CTM,equiangular_uc,0.10591223254840046,2,0.16019170251342504
CTM,equiangular_wc,0.4292045161923008,2,0.4830075583438376
CTM,equinorm_uc,0.49981555446369846,3,0.5309297636820866
CTM,equinorm_wc,0.43017679778096257,3,0.5873803130740013
CTM,max_equiangular_uc,1.1870025322145643,3,0.010368400889978343
CTM,max_equiangular_wc,0.19874586724996282,2,0.4324311420286897
CTM,self_duality,4.781897947459079,3,3.050009660254895e-31
CTM,dropout,0.0,1,0.0
Energy,var_collapse,1.2552048232372859,3,0.02691487104811345
Energy,equiangular_uc,3.204981976981076,3,6.274433155321721e-14
Energy,equiangular_wc,0.7850110777660566,3,0.3669200243531652
Energy,equinorm_uc,2.0023206963924274,3,1.672516914949679e-05
Energy,equinorm_wc,2.1046776045014184,3,5.0911369382693025e-06
Energy,max_equiangular_uc,2.3681686609853454,3,1.1588641858517621e-07
Energy,max_equiangular_wc,0.41807720948654625,2,0.4172780669405442
Energy,self_duality,0.6025944861085591,3,0.6108591647469165
Energy,dropout,0.0,1,0.0
NNGuide,var_collapse,1.2552048232372859,3,0.02691487104811345
NNGuide,equiangular_uc,3.204981976981076,3,6.274433155321721e-14
NNGuide,equiangular_wc,0.7850110777660566,3,0.3669200243531652
NNGuide,equinorm_uc,2.0023206963924274,3,1.672516914949679e-05
NNGuide,equinorm_wc,2.1046776045014184,3,5.0911369382693025e-06
NNGuide,max_equiangular_uc,2.3681686609853454,3,1.1588641858517621e-07
NNGuide,max_equiangular_wc,0.41807720948654625,2,0.4172780669405442
NNGuide,self_duality,0.6025944861085591,3,0.6108591647469165
NNGuide,dropout,0.0,1,0.0
NeCo,var_collapse,1.8858618790636557,3,6.048565049112722e-05
NeCo,equiangular_uc,1.3407547071532315,3,0.012305980273686996
NeCo,equiangular_wc,1.6103254367895192,3,0.00133366197497307
NeCo,equinorm_uc,1.0048504516283516,3,0.13351680281259648
NeCo,equinorm_wc,0.37106331546289123,3,0.765821224056226
NeCo,max_equiangular_uc,1.4540198637476065,3,0.005777622302255969
NeCo,max_equiangular_wc,0.6539585749281668,3,0.5311508104958471
NeCo,self_duality,0.966421349312616,3,0.1626193645393909
NeCo,dropout,0.0,1,0.0
PCE,var_collapse,0.948697681375023,3,0.1811569119337782
PCE,equiangular_uc,1.0634637085249858,3,0.07932416725408722
PCE,equiangular_wc,0.4650346735404081,3,0.572916909141257
PCE,equinorm_uc,1.5958407398901941,3,0.001466230926275388
PCE,equinorm_wc,1.024441896208292,3,0.044329133765223364
PCE,max_equiangular_uc,0.49142049880306216,3,0.493081257557157
PCE,max_equiangular_wc,0.20778155394498726,2,0.44610980049049614
PCE,self_duality,1.6956239862970452,3,0.0005077770768057532
PCE,dropout,0.0,1,0.0
PE,var_collapse,0.948697681375023,3,0.1811569119337782
PE,equiangular_uc,1.0634637085249858,3,0.07932416725408722
PE,equiangular_wc,0.4650346735404081,3,0.572916909141257
PE,equinorm_uc,1.5958407398901941,3,0.001466230926275388
PE,equinorm_wc,1.024441896208292,3,0.044329133765223364
PE,max_equiangular_uc,0.49142049880306216,3,0.493081257557157
PE,max_equiangular_wc,0.20778155394498726,2,0.44610980049049614
PE,self_duality,1.6956239862970452,3,0.0005077770768057532
PE,dropout,0.0,1,0.0
fDBD,var_collapse,0.948697681375023,3,0.1811569119337782
fDBD,equiangular_uc,1.0634637085249858,3,0.07932416725408722
fDBD,equiangular_wc,0.4650346735404081,3,0.572916909141257
fDBD,equinorm_uc,1.5958407398901941,3,0.001466230926275388
fDBD,equinorm_wc,1.024441896208292,3,0.044329133765223364
fDBD,max_equiangular_uc,0.49142049880306216,3,0.493081257557157
fDBD,max_equiangular_wc,0.20778155394498726,2,0.44610980049049614
fDBD,self_duality,1.6956239862970452,3,0.0005077770768057532
fDBD,dropout,0.0,1,0.0
