lodo_accuracy,lodo_jaccard,lodo_f1,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,lodo_baseline_jaccard,lodo_baseline_f1,lodo_baseline_clique_hit,lodo_best_model,dt_depth,dt_cv_accuracy,dt_cv_jaccard,dt_cv_f1,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes,target_mode
0.0,0.2520833333333333,0.3566666666666667,0.675,40,0.0,0.08333333333333333,0.125,0.25,RF,2,0.0,0.20833333333333331,0.3125,0.625,group_all,40,4,9,"CTM,Energy,GE,fDBD",clique
