,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality
CTMmean,-1.4085937491907259,1.3524348706793752,-0.7808148716396182,0.27943806726348963,0.7499748796733993,1.12467703384517,-0.7761051933500319,-0.6280671663202013
CTMmeanOC,-1.4085937491907259,1.3524348706793752,-0.7808148716396182,0.27943806726348963,0.7499748796733993,1.12467703384517,-0.7761051933500319,-0.6280671663202013
GE,-1.4085937491907259,1.3524348706793752,-0.7808148716396182,0.27943806726348963,0.7499748796733993,1.12467703384517,-0.7761051933500319,-0.6280671663202013
MLS,-1.4085937491907259,1.3524348706793752,-0.7808148716396182,0.27943806726348963,0.7499748796733993,1.12467703384517,-0.7761051933500319,-0.6280671663202013
Maha,-0.7447015498925694,-0.6508217746872426,0.6250005001180349,-0.7644824482137828,0.07145833745587865,-0.7958960069244432,-1.8470505014742056,0.1531261989557884
NNGuide,-1.4085937491907259,1.3524348706793752,-0.7808148716396182,0.27943806726348963,0.7499748796733993,1.12467703384517,-0.7761051933500319,-0.6280671663202013
NeCo,-0.7447015498925694,-0.6508217746872426,0.6250005001180349,-0.7644824482137828,0.07145833745587865,-0.7958960069244432,-1.8470505014742056,0.1531261989557884
PCA RecError global,-0.23251591291605886,-0.299078968528964,-0.07396522949939534,-0.8371270043129033,-0.1449115890737336,-0.07751346155311836,2.1706317070382317,-0.20303738841924834
PE,1.3034534906780106,-0.15686191874909966,-0.026910047574413648,1.3974777305185653,-0.4259207748615298,-0.20615422917085155,-0.6929857473351773,0.438104736830872
ViM,-1.7963852467726293,0.8156679525667933,0.29781650253198894,-0.7241799618946101,0.6350532150945851,0.5737027751582614,-2.036884107407689,-0.20308157197646887
pNML,-0.8795731045744433,0.8709721851395077,-0.44112457685927153,-0.44755534125924923,0.2787761332617626,1.0186962428696766,2.0105583579847592,-0.3554565297490629
