lodo_accuracy,lodo_jaccard,lodo_f1,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,lodo_baseline_jaccard,lodo_baseline_f1,lodo_baseline_clique_hit,lodo_best_model,dt_depth,dt_cv_accuracy,dt_cv_jaccard,dt_cv_f1,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes,target_mode
0.13214285714285715,0.46875,0.5988945578231293,0.9642857142857143,280,0.0,0.19047619047619047,0.2857142857142857,0.5714285714285714,RF,3,0.0,0.11713435374149658,0.18094387755102043,0.4107142857142857,group_far,280,7,9,"CTM,CTMmean,Energy,KPCA RecError global,MLS,NNGuide,fDBD",clique
