method,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality,dropout
CTM,-0.0006741612089502556,0.0020733454604485732,-0.00063891601688778,0.002358040248706752,-0.0014998932985997575,0.004585424167985311,-0.0012172707351475933,-0.005516847966106531,0.000280279348551293
CTMmean,-0.0006741612089502556,0.0020733454604485732,-0.00063891601688778,0.002358040248706752,-0.0014998932985997575,0.004585424167985311,-0.0012172707351475933,-0.005516847966106531,0.000280279348551293
CTMmeanOC,-0.10413199109798095,-0.013607380167318536,-0.015848502185618455,-0.023877385307598677,-0.041516814439019466,-0.012190161497937325,-0.023144538983779005,-0.015566501410642248,-0.00036672491010525344
Energy,-0.029389224929505048,-0.06449038500624804,-0.03903459666985601,-0.010524934751728828,-0.010037250058201202,-0.03929493040992837,-0.039760616949766465,-0.01923497796289408,-0.0027330832618718587
KPCA RecError global,-0.10413199109798095,-0.013607380167318536,-0.015848502185618455,-0.023877385307598677,-0.041516814439019466,-0.012190161497937325,-0.023144538983779005,-0.015566501410642248,-0.00036672491010525344
MLS,-0.029389224929505048,-0.06449038500624804,-0.03903459666985601,-0.010524934751728828,-0.010037250058201202,-0.03929493040992837,-0.039760616949766465,-0.01923497796289408,-0.0027330832618718587
NNGuide,-0.029389224929505048,-0.06449038500624804,-0.03903459666985601,-0.010524934751728828,-0.010037250058201202,-0.03929493040992837,-0.039760616949766465,-0.01923497796289408,-0.0027330832618718587
NeCo,-0.029389224929505048,-0.06449038500624804,-0.03903459666985601,-0.010524934751728828,-0.010037250058201202,-0.03929493040992837,-0.039760616949766465,-0.01923497796289408,-0.0027330832618718587
fDBD,0.00010530094190901477,-9.866101268289386e-05,0.003938927141077282,0.0013180873250303777,-0.006384482439637339,0.0007696407843555414,0.0018398709685667632,-0.0018284854867407537,8.980177812199261e-05
