,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality
CTM,-1.0036185652661616,-0.18719695948097645,-0.19036782928511425,-0.6035975199426956,-0.9277334995917362,0.035391786269034185,0.13693000543835845,0.3545780529546552
CTMmean,-1.9380140109017248,-0.17380959970504953,0.1002485520288353,-0.0017110677332288307,1.1564977105485095,-0.174800349305075,0.11633809966487714,-0.2984727238316198
CTMmeanOC,-1.063274243073395,0.03882891476076572,0.04917061852426531,-0.5255856278097185,0.841884456240564,-0.10129675631745354,0.11485090693000778,-0.3636202738787517
Confidence,-0.2939762214313656,-0.6412447578289461,-0.06990083052280663,-1.288264395177909,1.1811041009970105,-0.6315555363817107,-0.3927656988096725,-1.1301183855796644
Energy,1.0486465640227258,0.4560229577061996,0.8930662113456544,-0.8399908041964503,-0.164671325919311,-0.13367923528530146,0.609129492204602,1.3063335342678937
GradNorm,-0.13618761089793077,0.6844423076390787,0.9671677036831425,0.8012056579867365,-0.9511422529735155,0.7458795559758327,1.013203076709054,0.2432118782154457
KPCA RecError global,0.13504829025208553,-0.21019623437820867,-0.3128690744173959,-0.7083166685280993,-0.4447435348409279,-0.13859548822363316,-0.2821153346255833,0.3298760854702403
Maha,0.1124146085451463,0.7082998010697295,-1.1227990094902358,0.5663098808038837,-1.2153278301475905,0.6814375984227089,-1.0557157868459937,-0.3262996505116018
NNGuide,0.8714622315853351,0.6153749233120701,-0.06249565256606958,-0.5611609418786204,0.9574507638579591,0.5181371171313364,0.10201908167054491,-0.10384390501035085
PCA RecError global,0.7197224783536191,0.22386144773910854,0.507075897489006,-0.3711056257066141,0.048661996038169605,0.9859574846383765,0.9999556542363706,-0.789709617398086
PE,0.06869954336666972,-0.6542293896310044,0.6387700633494773,-0.8993690191500573,-0.8154262861325342,-0.4366604288647875,0.6810746959156642,-0.6284862982430455
REN,-0.20428751392558409,-0.005001001982377736,-0.23978111517935016,0.007357770612904936,0.8296638565581765,-0.053273584662674456,-0.21087280942004438,0.2792688750275628
Residual,0.3791754030858276,-1.224944402842384,-0.047851162076471984,1.27675238415919,-0.9130952977165286,-1.6302490281204074,-0.427085057174791,-0.07702783895342248
ViM,0.09078162780515754,0.47755586286236923,-0.9242007540646601,1.5277736337330454,-0.3137408572196611,0.4505349840198801,-0.8998487891559684,-0.44185636078466306
fDBD,0.040924901556752866,-0.08682048764465529,-0.30005762315412604,0.42509367441179635,0.9962130100300056,-0.12526515506387204,-0.3023510158272094,0.7631771235982682
pNML,1.1724825169228412,-0.020943381595717153,0.11482400433584923,1.194608668415838,-0.26559500972859074,0.008037035767746762,-0.20274652091022044,0.8829895046571385
