method,feature,iv,n_bins,quality_score
CTM,var_collapse,0.28595562705980127,3,0.3830963346988203
CTM,equiangular_uc,0.11919264554539785,3,0.17322738139341637
CTM,equiangular_wc,0.0087454754822497,2,0.004840862689215643
CTM,equinorm_uc,0.532143947573675,3,0.720534925266145
CTM,equinorm_wc,1.796778258260957,3,0.00017842327763876182
CTM,max_equiangular_uc,0.13660659171373746,3,0.3396052593791258
CTM,max_equiangular_wc,0.4960989511672099,3,0.48945913188062634
CTM,self_duality,0.2005849015874865,3,0.19038306220123843
Energy,var_collapse,2.6835668490624407,3,9.209236311537886e-10
Energy,equiangular_uc,0.1378019015153979,3,0.32217376871684467
Energy,equiangular_wc,0.04054651081081642,3,0.0
Energy,equinorm_uc,0.24787749698630326,3,0.2925162465445541
Energy,equinorm_wc,0.6189630371606887,3,0.5102965809938493
Energy,max_equiangular_uc,0.04795730802618861,2,0.08530116722389781
Energy,max_equiangular_wc,0.2953164300535894,3,0.5771116318138387
Energy,self_duality,0.3379683376776119,3,0.24715650850445728
fDBD,var_collapse,1.168449732901578,3,0.04543988578117948
fDBD,equiangular_uc,0.00197661080036658,2,0.0009161349061131349
fDBD,equiangular_wc,0.0,1,0.0
fDBD,equinorm_uc,0.5074797644107227,3,0.08452622640739314
fDBD,equinorm_wc,0.8312761411888436,2,0.25394879325517034
fDBD,max_equiangular_uc,0.0,1,0.0
fDBD,max_equiangular_wc,0.0,1,0.0
fDBD,self_duality,1.367972990646153,2,0.007556587929921111
