lodo_accuracy,lodo_jaccard,lodo_f1,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,lodo_baseline_jaccard,lodo_baseline_f1,lodo_baseline_clique_hit,lodo_best_model,dt_depth,dt_cv_accuracy,dt_cv_jaccard,dt_cv_f1,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes,target_mode
0.0,0.3275757575757576,0.4591373087696617,0.85,40,0.0,0.12142857142857144,0.20833333333333331,0.75,RF,2,0.0,0.1732034632034632,0.269017094017094,0.625,group_mid,40,13,9,"CTM,CTMmean,CTMmeanOC,Confidence,Energy,GE,Maha,NNGuide,NeCo,PE,Residual,fDBD,pNML",clique
