method,feature,mean_abs_shap,mean_shap
CTM,var_collapse,0.015524460194844622,0.0018439317193036555
CTM,equiangular_uc,0.04286009907100517,0.0006152776605945851
CTM,equiangular_wc,0.10641860042016689,0.0062815570787275845
CTM,equinorm_uc,0.01393003122909923,0.0006627715813855216
CTM,equinorm_wc,0.062349189936315316,-0.0049383943512411755
CTM,max_equiangular_uc,0.049240905828189435,-1.8667589444015115e-05
CTM,max_equiangular_wc,0.07283176456249696,0.004615272085110677
CTM,self_duality,0.13216052471404263,-0.00706174818443681
CTMmean,var_collapse,0.03723506779271097,-0.02077647429585482
CTMmean,equiangular_uc,0.05464179230999224,-0.02232560057349044
CTMmean,equiangular_wc,0.10763699246895717,-0.05482213629744197
CTMmean,equinorm_uc,0.026398794028911387,-0.012988394103886644
CTMmean,equinorm_wc,0.05010494990560336,-0.022873296154619197
CTMmean,max_equiangular_uc,0.04230448375095106,-0.016042774707115546
CTMmean,max_equiangular_wc,0.06572391195179988,-0.03451525490700734
CTMmean,self_duality,0.14056789975125414,-0.0632810689605841
CTMmeanOC,var_collapse,0.03723506779271097,-0.02077647429585482
CTMmeanOC,equiangular_uc,0.05464179230999224,-0.02232560057349044
CTMmeanOC,equiangular_wc,0.10763699246895717,-0.05482213629744197
CTMmeanOC,equinorm_uc,0.026398794028911387,-0.012988394103886644
CTMmeanOC,equinorm_wc,0.05010494990560336,-0.022873296154619197
CTMmeanOC,max_equiangular_uc,0.04230448375095106,-0.016042774707115546
CTMmeanOC,max_equiangular_wc,0.06572391195179988,-0.03451525490700734
CTMmeanOC,self_duality,0.14056789975125414,-0.0632810689605841
Energy,var_collapse,0.07242532428994015,-0.035135595658396766
Energy,equiangular_uc,0.06043692211239933,-0.03389364560478938
Energy,equiangular_wc,0.055807584557963606,-0.03318440117765455
Energy,equinorm_uc,0.09378075295668424,-0.041297602178219414
Energy,equinorm_wc,0.04950607329025941,-0.024901449830248938
Energy,max_equiangular_uc,0.07535528658541332,-0.03769136770938117
Energy,max_equiangular_wc,0.045039636872391,-0.02425883180171915
Energy,self_duality,0.05884103561885747,-0.02338710603959059
KPCA RecError global,var_collapse,0.03723506779271097,-0.02077647429585482
KPCA RecError global,equiangular_uc,0.05464179230999224,-0.02232560057349044
KPCA RecError global,equiangular_wc,0.10763699246895717,-0.05482213629744197
KPCA RecError global,equinorm_uc,0.026398794028911387,-0.012988394103886644
KPCA RecError global,equinorm_wc,0.05010494990560336,-0.022873296154619197
KPCA RecError global,max_equiangular_uc,0.04230448375095106,-0.016042774707115546
KPCA RecError global,max_equiangular_wc,0.06572391195179988,-0.03451525490700734
KPCA RecError global,self_duality,0.14056789975125414,-0.0632810689605841
MLS,var_collapse,0.07242532428994015,-0.035135595658396766
MLS,equiangular_uc,0.06043692211239933,-0.03389364560478938
MLS,equiangular_wc,0.055807584557963606,-0.03318440117765455
MLS,equinorm_uc,0.09378075295668424,-0.041297602178219414
MLS,equinorm_wc,0.04950607329025941,-0.024901449830248938
MLS,max_equiangular_uc,0.07535528658541332,-0.03769136770938117
MLS,max_equiangular_wc,0.045039636872391,-0.02425883180171915
MLS,self_duality,0.05884103561885747,-0.02338710603959059
Maha,var_collapse,0.1197427046421822,-0.06871855286309853
Maha,equiangular_uc,0.042223433097139135,-0.01789122970750913
Maha,equiangular_wc,0.10962867942170555,-0.05624779419373428
Maha,equinorm_uc,0.026892480359620146,-0.011796623993344097
Maha,equinorm_wc,0.01912243320535913,-0.008387880671349515
Maha,max_equiangular_uc,0.04572790553444017,-0.023766545039123926
Maha,max_equiangular_wc,0.07879007556222914,-0.04491682459674808
Maha,self_duality,0.046531837109458546,-0.021024548935092393
NNGuide,var_collapse,0.07242532428994015,-0.035135595658396766
NNGuide,equiangular_uc,0.06043692211239933,-0.03389364560478938
NNGuide,equiangular_wc,0.055807584557963606,-0.03318440117765455
NNGuide,equinorm_uc,0.09378075295668424,-0.041297602178219414
NNGuide,equinorm_wc,0.04950607329025941,-0.024901449830248938
NNGuide,max_equiangular_uc,0.07535528658541332,-0.03769136770938117
NNGuide,max_equiangular_wc,0.045039636872391,-0.02425883180171915
NNGuide,self_duality,0.05884103561885747,-0.02338710603959059
Residual,var_collapse,0.1197427046421822,-0.06871855286309853
Residual,equiangular_uc,0.042223433097139135,-0.01789122970750913
Residual,equiangular_wc,0.10962867942170555,-0.05624779419373428
Residual,equinorm_uc,0.026892480359620146,-0.011796623993344097
Residual,equinorm_wc,0.01912243320535913,-0.008387880671349515
Residual,max_equiangular_uc,0.04572790553444017,-0.023766545039123926
Residual,max_equiangular_wc,0.07879007556222914,-0.04491682459674808
Residual,self_duality,0.046531837109458546,-0.021024548935092393
fDBD,var_collapse,0.11416067290708035,-0.045991230984471484
fDBD,equiangular_uc,0.04799867865330464,-0.026714824746314363
fDBD,equiangular_wc,0.04164109975686077,-0.0241174847620049
fDBD,equinorm_uc,0.036624148225738465,-0.020773829105315392
fDBD,equinorm_wc,0.057767797681738765,-0.029359806296582913
fDBD,max_equiangular_uc,0.04925478735743914,-0.024091534744537346
fDBD,max_equiangular_wc,0.02797354611423858,-0.0156734193665191
fDBD,self_duality,0.14533291190042735,-0.0660278699942545
