lodo_accuracy,lodo_jaccard,lodo_f1,lodo_top3_hit,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,lodo_baseline_jaccard,lodo_baseline_f1,lodo_baseline_top3_hit,lodo_baseline_clique_hit,lodo_best_model,dt_depth,dt_cv_accuracy,dt_cv_jaccard,dt_cv_f1,dt_cv_top3_hit,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes,target_mode
0.0,0.2638888888888889,0.36144688644688644,0.5,0.625,40,0.0,0.0,0.0,0.175,0.0,RF,2,0.0,0.043055555555555555,0.07075757575757577,0.35,0.2,group_far,40,9,8,"CTM,CTMmean,CTMmeanOC,Energy,KPCA RecError global,MLS,NNGuide,NeCo,fDBD",clique
