method,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality,dropout
GE,-0.08072702768696535,-0.004077479770102489,-0.0031292461314028847,-0.10405555618592255,-0.0016189114046351364,-0.005143473397033769,-0.02204251868431295,-0.02620578673962498,-2.168404344971009e-20
GradNorm,-0.08072702768696535,-0.004077479770102489,-0.0031292461314028847,-0.10405555618592255,-0.0016189114046351364,-0.005143473397033769,-0.02204251868431295,-0.02620578673962498,-2.168404344971009e-20
Residual,0.0807270276869654,0.004077479770102486,0.0031292461314028825,0.10405555618592252,0.0016189114046351346,0.005143473397033771,0.02204251868431293,0.026205786739624946,6.505213034913027e-19
ViM,0.0021396394569010843,-0.003153127469696721,-0.002840602375943388,0.003688012897636693,-0.0011239439331854895,0.001756767961537917,9.234992560508519e-05,-0.008230854383630115,-7.824207922493449e-05
pNML,0.008004731154312135,0.0036204486441824024,-0.0004809205598719737,0.001509158029892748,-0.0012227393195685648,0.002749915686941225,-0.00965939093499975,-0.00033385597260309375,-0.0006873467282851297
