method,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality
CTM,-0.03981429022282859,-0.02761247450479304,-0.06524503962774396,-0.018745105302308676,-0.006757531997814218,-0.028703394228979162,-0.032639677750122734,-0.02827415303207639
Energy,-0.009203489835017365,0.0072243154448384745,-0.005206942768636383,0.0035655178679187428,0.003493042542028761,0.003707607977763024,-0.006295105007680268,0.000381720445451536
MLS,0.03981429022282859,0.02761247450479306,0.0652450396277439,0.018745105302308707,0.006757531997814219,0.028703394228979162,0.03263967775012271,0.0282741530320764
NNGuide,-0.0014297937502192226,-0.003550378543009439,0.005797171920782844,0.0017026154840937512,0.0022572579914151084,-0.006368892084523822,0.006721342611201758,-0.0053793236297410875
NeCo,7.942437358089612e-05,0.009074605296194412,-0.004847369882121289,-0.004555356926783146,-0.004451484704088942,-0.002866229269089595,-0.006024174306403518,0.015007252085377827
PCE,-0.013977710085992886,-0.027296459339431697,-0.021599326810300728,-0.01908779037866836,-0.06353343318095861,-0.0246284129642799,-0.014577668526900569,-0.06371586538013391
PE,-0.013977710085992886,-0.027296459339431697,-0.021599326810300728,-0.01908779037866836,-0.06353343318095861,-0.0246284129642799,-0.014577668526900569,-0.06371586538013391
fDBD,-0.013977710085992886,-0.027296459339431697,-0.021599326810300728,-0.01908779037866836,-0.06353343318095861,-0.0246284129642799,-0.014577668526900569,-0.06371586538013391
