model,drop out,methods,reward,test,cifar10,svhn,lsun cropped,lsun resize,isun,textures,places365
confidnet,do1,GradNorm,rew2.2,0.029118014797117266,0.20480551755281623,0.41692181792284555,0.12493463717936248,0.16079573476767473,0.1416216628001038,0.09213658288362989,0.22629024010955862
confidnet,do1,GradNorm,rew2.2,0.029118014797117266,0.20480551755281623,0.41692181792284555,0.12493463717936248,0.16079573476767473,0.1416216628001038,0.09213658288362989,0.22629024010955862
confidnet,do1,NNGuide,rew2.2,0.03057723705764535,0.21338777915032411,0.40636125759842323,0.13201286983576754,0.1496346473579166,0.1269167720655142,0.0937953818850781,0.2526338626762746
confidnet,do1,NNGuide,rew2.2,0.03057723705764535,0.21338777915032411,0.40636125759842323,0.13201286983576754,0.1496346473579166,0.1269167720655142,0.0937953818850781,0.2526338626762746
confidnet,do0,Energy,rew2.2,0.03060415649485442,0.23181096145387203,0.3793433471585877,0.16707822946317802,0.17290134954079983,0.15352799738621564,0.06533718364759535,0.23244189036498755
confidnet,do0,Energy,rew2.2,0.03060415649485442,0.23181096145387203,0.3793433471585877,0.16707822946317802,0.17290134954079983,0.15352799738621564,0.06533718364759535,0.23244189036498755
confidnet,do0,CTMmeanOC,rew2.2,0.03351868110595582,0.25065732674630453,0.2946148688914435,0.16853848787235323,0.17408676958155395,0.15535649434057014,0.05547441118520556,0.24555740838131287
confidnet,do0,CTMmeanOC,rew2.2,0.03351868110595582,0.25065732674630453,0.2946148688914435,0.16853848787235323,0.17408676958155395,0.15535649434057014,0.05547441118520556,0.24555740838131287
confidnet,do0,CTMmean,rew2.2,0.03355063437880184,0.25071232602317906,0.2939863954876114,0.16838421097082373,0.17392715976372117,0.15523981547322876,0.055262286654464456,0.2453258351441211
confidnet,do0,CTMmean,rew2.2,0.03355063437880184,0.25071232602317906,0.2939863954876114,0.16838421097082373,0.17392715976372117,0.15523981547322876,0.055262286654464456,0.2453258351441211
confidnet,do0,CTM,rew2.2,0.03463739148329418,0.2520835129719047,0.2974637819206635,0.15526825160146565,0.15386254146347897,0.1358746480891431,0.05383724550410078,0.25252009187179597
confidnet,do0,CTM,rew2.2,0.03463739148329418,0.2520835129719047,0.2974637819206635,0.15526825160146565,0.15386254146347897,0.1358746480891431,0.05383724550410078,0.25252009187179597
confidnet,do0,MSR,rew2.2,0.03494478381776485,0.2435395621458048,0.3617160642975248,0.1705244606327359,0.18151339253212498,0.15797099302538184,0.07068311271604569,0.2442945683061325
confidnet,do0,MSR,rew2.2,0.03494478381776485,0.2435395621458048,0.3617160642975248,0.1705244606327359,0.18151339253212498,0.15797099302538184,0.07068311271604569,0.2442945683061325
confidnet,do0,PCE,rew2.2,0.03551276198543391,0.24244159728720002,0.36320723558547896,0.167837465731175,0.1758992331976349,0.15313038761108586,0.06881506794608344,0.2428506922440882
confidnet,do0,PCE,rew2.2,0.03551276198543391,0.24244159728720002,0.36320723558547896,0.167837465731175,0.1758992331976349,0.15313038761108586,0.06881506794608344,0.2428506922440882
confidnet,do0,NeCo,rew2.2,0.03643198556059606,0.2381722482437677,0.3784572116948428,0.167404611145228,0.17605924836425788,0.15489657971143328,0.062181521043199316,0.23941959999158657
confidnet,do0,NeCo,rew2.2,0.03643198556059606,0.2381722482437677,0.3784572116948428,0.167404611145228,0.17605924836425788,0.15489657971143328,0.062181521043199316,0.23941959999158657
confidnet,do0,GE,rew2.2,0.03656321789853349,0.23311778004516764,0.3789302956475338,0.16837863931571867,0.17216362577936706,0.15200896453353882,0.0655787821128171,0.2355745091100197
confidnet,do0,GE,rew2.2,0.03656321789853349,0.23311778004516764,0.3789302956475338,0.16837863931571867,0.17216362577936706,0.15200896453353882,0.0655787821128171,0.2355745091100197
confidnet,do0,KPCA RecError global,rew2.2,0.036569780009626254,0.24353941938570195,0.2771757162750707,0.1580453675688412,0.16616753229601428,0.14914959375913023,0.05843714326556955,0.23783536774211236
confidnet,do0,KPCA RecError global,rew2.2,0.036569780009626254,0.24353941938570195,0.2771757162750707,0.1580453675688412,0.16616753229601428,0.14914959375913023,0.05843714326556955,0.23783536774211236
confidnet,do0,MLS,rew2.2,0.03679251689337602,0.23808685073289604,0.3796357095581661,0.16727438510598472,0.17624984336913704,0.15511989656022718,0.06251741647635593,0.23947839520236505
confidnet,do0,MLS,rew2.2,0.03679251689337602,0.23808685073289604,0.3796357095581661,0.16727438510598472,0.17624984336913704,0.15511989656022718,0.06251741647635593,0.23947839520236505
confidnet,do0,Confidence,rew2.2,0.03729895242740793,0.24763767717066307,0.3648821342393787,0.1787776674467133,0.1896483248342882,0.1646766428828148,0.08551588564983269,0.24693569343934524
confidnet,do0,Confidence,rew2.2,0.03729895242740793,0.24763767717066307,0.3648821342393787,0.1787776674467133,0.1896483248342882,0.1646766428828148,0.08551588564983269,0.24693569343934524
confidnet,do0,fDBD,rew2.2,0.037352575290168145,0.25078153511829404,0.30433564812317937,0.16455279469288467,0.17105931936254867,0.15064087702271944,0.05640892160346021,0.22928912307978125
confidnet,do0,fDBD,rew2.2,0.037352575290168145,0.25078153511829404,0.30433564812317937,0.16455279469288467,0.17105931936254867,0.15064087702271944,0.05640892160346021,0.22928912307978125
confidnet,do0,Residual,rew2.2,0.037468351078765394,0.23320131655980983,0.3617889946885113,0.2337351932367431,0.21089134851729835,0.18759061287832768,0.09882891531743895,0.21509506098899167
confidnet,do0,Residual,rew2.2,0.037468351078765394,0.23320131655980983,0.3617889946885113,0.2337351932367431,0.21089134851729835,0.18759061287832768,0.09882891531743895,0.21509506098899167
confidnet,do0,REN,rew2.2,0.03763006398617892,0.24290341757502104,0.34298741918401016,0.16843178610122492,0.16868053148727252,0.1493608067758611,0.06902998404828484,0.24373028332416524
confidnet,do0,REN,rew2.2,0.03763006398617892,0.24290341757502104,0.34298741918401016,0.16843178610122492,0.16868053148727252,0.1493608067758611,0.06902998404828484,0.24373028332416524
confidnet,do1,ViM,rew2.2,0.03918974640247268,0.22983114854912734,0.2790098064127945,0.1752728213340677,0.1385658413698293,0.11642610588654273,0.04922007602881409,0.22111776924200652
