dataset,method,calibration,model,drop_out,reward,run,ece_l1,ece_l2,mce,ece_l1_bound,ece_l2_bound
ood_nsncs_lsun_cropped,CTM,Beta,modelvit,do1,rew0,1,0.2973481365004362,0.13503910774623623,0.5956395964650276,0.3514772311066474,0.4725211443626788
ood_nsncs_lsun_resize,CTM,Beta,modelvit,do1,rew0,1,0.3248294396885204,0.13938350038425412,0.5872856287435423,0.3789585342947316,0.5100634101324583
ood_nsncs_isun,CTM,Beta,modelvit,do1,rew0,1,0.3015440330044563,0.12213451097338865,0.5687915772180406,0.35906250183606825,0.49494702197645846
ood_nsncs_textures,CTM,Beta,modelvit,do1,rew0,1,0.13095344855117355,0.0407562361621437,0.43784550742780876,0.19144982048190373,0.2969458686990952
ood_nsncs_places365,CTM,Beta,modelvit,do1,rew0,1,0.2851380776134831,0.11637824366695709,0.5707346126076713,0.33926717221969427,0.46822078827224695
val,CTM_mean,Sigmoid,modelvit,do1,rew0,1,0.03495863789531343,0.0069041788471864715,0.5729579135035845,0.11313382669528366,0.24259757702199075
iid_test,CTM_mean,Sigmoid,modelvit,do1,rew0,1,0.01612393862280398,0.0010057580276115765,0.2818465795907813,0.11905543741973632,0.2512989738985637
ood_sncs_c10,CTM_mean,Sigmoid,modelvit,do1,rew0,1,0.31423877485332563,0.14180272315013467,0.5912285864720827,0.36958673239412676,0.5008732341931392
ood_nsncs_svhn,CTM_mean,Sigmoid,modelvit,do1,rew0,1,0.39469157790464127,0.19224338762975052,0.6590117599441284,0.4241507402508654,0.5225161418731661
ood_nsncs_ti,CTM_mean,Sigmoid,modelvit,do1,rew0,1,0.2897842620422607,0.11582173578114395,0.5596787349884169,0.3451322195830618,0.4794802818585823
ood_nsncs_lsun_cropped,CTM_mean,Sigmoid,modelvit,do1,rew0,1,0.32400425150911666,0.1568770632834872,0.6137735342945483,0.3793522090499177,0.5080730161631191
ood_nsncs_lsun_resize,CTM_mean,Sigmoid,modelvit,do1,rew0,1,0.31971130277642984,0.13788316671303089,0.5842334799819161,0.37505926031723086,0.5134132170281478
ood_nsncs_isun,CTM_mean,Sigmoid,modelvit,do1,rew0,1,0.290080953098546,0.11709404914998314,0.5608683829540767,0.34889460579057974,0.48933487056502034
ood_nsncs_textures,CTM_mean,Sigmoid,modelvit,do1,rew0,1,0.14283487525039387,0.0462396984308837,0.46438042729097506,0.2069612717426442,0.31487172509544825
ood_nsncs_places365,CTM_mean,Sigmoid,modelvit,do1,rew0,1,0.31553575040558446,0.13860109603491041,0.5859128613062737,0.37088370794638564,0.5042290040303072
val,CTM_mean,Isotonic,modelvit,do1,rew0,1,0.01676870544350286,0.0033503366571817805,1.0,0.11206487644829835,0.24175301930157622
iid_test,CTM_mean,Isotonic,modelvit,do1,rew0,1,0.0194952115250115,0.0006654771419460464,0.2957868338216144,0.1176512054423419,0.25129617805883
ood_sncs_c10,CTM_mean,Isotonic,modelvit,do1,rew0,1,0.3324316298340817,0.14308833813517108,0.5447807537597424,0.38649094360908093,0.5067978845039004
ood_nsncs_svhn,CTM_mean,Isotonic,modelvit,do1,rew0,1,0.44544664303415876,0.2190591582650928,0.6320791975818028,0.47421991980140343,0.551004954911044
ood_nsncs_ti,CTM_mean,Isotonic,modelvit,do1,rew0,1,0.31934224853775495,0.12875628299151332,0.5245789964296221,0.3734015623127541,0.4948478301077528
ood_nsncs_lsun_cropped,CTM_mean,Isotonic,modelvit,do1,rew0,1,0.3343749888034285,0.15270522783669713,0.5899269100477119,0.38843430257842765,0.5068112252268416
ood_nsncs_lsun_resize,CTM_mean,Isotonic,modelvit,do1,rew0,1,0.33773720483668807,0.13872903041776166,0.5386103111485288,0.39179651861168724,0.5181387475049346
ood_nsncs_isun,CTM_mean,Isotonic,modelvit,do1,rew0,1,0.31140284888062114,0.12167740553261579,0.5193696725043433,0.3688471674498961,0.4978905839955771
ood_nsncs_textures,CTM_mean,Isotonic,modelvit,do1,rew0,1,0.180638908902804,0.07708807587133706,0.5238448779652581,0.25039285802698374,0.36119758602232893
ood_nsncs_places365,CTM_mean,Isotonic,modelvit,do1,rew0,1,0.33384148415516995,0.1410772253486619,0.549531274117353,0.38790079793016924,0.510085509807117
val,CTM_mean,Beta,modelvit,do1,rew0,1,0.026865537592407337,0.003001313394880682,0.6663036083327147,0.11436860919435507,0.24058099155934398
iid_test,CTM_mean,Beta,modelvit,do1,rew0,1,0.007247422290486415,0.00021225592355727377,0.23642768200241315,0.12074060713551682,0.24989695546513452
ood_sncs_c10,CTM_mean,Beta,modelvit,do1,rew0,1,0.3362402371234745,0.15587587075102372,0.5725149436911183,0.3925156393749337,0.5130950913482734
ood_nsncs_svhn,CTM_mean,Beta,modelvit,do1,rew0,1,0.4492342325802126,0.22964096808672624,0.6283728396940174,0.4791870309251688,0.5556105317028608
ood_nsncs_ti,CTM_mean,Beta,modelvit,do1,rew0,1,0.3233224965818968,0.13686502488353466,0.5490535307467577,0.379597898833356,0.4999389636352606
ood_nsncs_lsun_cropped,CTM_mean,Beta,modelvit,do1,rew0,1,0.34024973747313314,0.16571028751522945,0.5888485958397929,0.39652513972459236,0.5158581485737851
ood_nsncs_lsun_resize,CTM_mean,Beta,modelvit,do1,rew0,1,0.3429905885392314,0.1514234646004706,0.5634066866389413,0.3992659907906908,0.5247128714928218
ood_nsncs_isun,CTM_mean,Beta,modelvit,do1,rew0,1,0.31556600044177846,0.1322059491183549,0.5461298762725593,0.37536517118230583,0.5034386141433791
ood_nsncs_textures,CTM_mean,Beta,modelvit,do1,rew0,1,0.18547876862537577,0.07769436442771585,0.49044463436787467,0.2537362307153837,0.3615576467784216
ood_nsncs_places365,CTM_mean,Beta,modelvit,do1,rew0,1,0.3381379371451249,0.15254208188372137,0.5714586168699918,0.3944133393965842,0.5164727601062057
val,CTM_oc_mean,Sigmoid,modelvit,do1,rew0,1,0.03484020564529897,0.006191230790447895,0.8526199213758625,0.11278027464369508,0.24224530047897191
iid_test,CTM_oc_mean,Sigmoid,modelvit,do1,rew0,1,0.01731726612722466,0.0011291438723425968,0.2748497239169417,0.11868316234779022,0.2508488535923505
ood_sncs_c10,CTM_oc_mean,Sigmoid,modelvit,do1,rew0,1,0.31190054832528635,0.14055606918281097,0.589943624520943,0.3670978251902549,0.49810906332362914
ood_nsncs_svhn,CTM_oc_mean,Sigmoid,modelvit,do1,rew0,1,0.39239023465344186,0.19051261584416396,0.660676934620618,0.4217691966329495,0.5203072007973769
ood_nsncs_ti,CTM_oc_mean,Sigmoid,modelvit,do1,rew0,1,0.2887023188686748,0.11521407306590269,0.560337527217478,0.34389959573364354,0.47824075599870125
ood_nsncs_lsun_cropped,CTM_oc_mean,Sigmoid,modelvit,do1,rew0,1,0.3201010378570515,0.15402151557300497,0.6118077340699009,0.37529831472202013,0.5034973573906961
ood_nsncs_lsun_resize,CTM_oc_mean,Sigmoid,modelvit,do1,rew0,1,0.3179839130046319,0.13688982148703305,0.5786161404636662,0.37318118986960047,0.5112967489572777
ood_nsncs_isun,CTM_oc_mean,Sigmoid,modelvit,do1,rew0,1,0.2889856474967974,0.11664300413346498,0.5637866299992262,0.3476391844170924,0.487971704970097
ood_nsncs_textures,CTM_oc_mean,Sigmoid,modelvit,do1,rew0,1,0.14216185549085592,0.04570668570252214,0.4633628405222707,0.20612675863331764,0.31371186169353155
ood_nsncs_places365,CTM_oc_mean,Sigmoid,modelvit,do1,rew0,1,0.3143551372805863,0.13770941491029706,0.5864043134867456,0.36955241414555495,0.5027763793330764
val,CTM_oc_mean,Isotonic,modelvit,do1,rew0,1,0.019891606273575096,0.003417173125516427,1.0,0.11163920353703959,0.24069210461161936
iid_test,CTM_oc_mean,Isotonic,modelvit,do1,rew0,1,0.018301998600121213,0.0004916274771742011,0.49834251462047763,0.11736002188936549,0.25087869828318926
ood_sncs_c10,CTM_oc_mean,Isotonic,modelvit,do1,rew0,1,0.3307305123445057,0.1420493031006004,0.5278902033508646,0.38473699964880537,0.5043725266627335
ood_nsncs_svhn,CTM_oc_mean,Isotonic,modelvit,do1,rew0,1,0.4443765406064909,0.2180927145005609,0.6201535012700184,0.4731217002824161,0.5495667530241464
ood_nsncs_ti,CTM_oc_mean,Isotonic,modelvit,do1,rew0,1,0.3188610889326704,0.12815795763367252,0.5154455565582196,0.37286757623697003,0.4940089301125177
ood_nsncs_lsun_cropped,CTM_oc_mean,Isotonic,modelvit,do1,rew0,1,0.33173617249964976,0.15091140255495725,0.5677391449000889,0.3857426598039495,0.5031621309873645
ood_nsncs_lsun_resize,CTM_oc_mean,Isotonic,modelvit,do1,rew0,1,0.33642939283197015,0.138379612033654,0.5179862723488623,0.3904358801362698,0.5161394653275879
ood_nsncs_isun,CTM_oc_mean,Isotonic,modelvit,do1,rew0,1,0.3106920587662207,0.12108112052055744,0.4995331449998095,0.36808024305631487,0.4967004405078611
ood_nsncs_textures,CTM_oc_mean,Isotonic,modelvit,do1,rew0,1,0.18145526025504247,0.0770276697590734,0.4955338914894924,0.2506334180194597,0.36141882968356903
ood_nsncs_places365,CTM_oc_mean,Isotonic,modelvit,do1,rew0,1,0.3331210403916252,0.1403562378391821,0.5325213853941309,0.3871275276959248,0.5089293773023219
val,CTM_oc_mean,Beta,modelvit,do1,rew0,1,0.02368202793545617,0.002589143199421917,0.6674008417916357,0.11399534742570756,0.2402076678972539
iid_test,CTM_oc_mean,Beta,modelvit,do1,rew0,1,0.00731805333489018,0.00021679385677346254,0.23676004339949422,0.12037244466445887,0.2494562893502414
ood_sncs_c10,CTM_oc_mean,Beta,modelvit,do1,rew0,1,0.3341069435709926,0.15426433260023278,0.567975700735264,0.3902339921316736,0.5103832593742949
ood_nsncs_svhn,CTM_oc_mean,Beta,modelvit,do1,rew0,1,0.4468911560829112,0.22748566749134855,0.6280998558788289,0.47676499260785654,0.5531708771298033
ood_nsncs_ti,CTM_oc_mean,Beta,modelvit,do1,rew0,1,0.32203860683904617,0.135748202485495,0.5416870717816047,0.37816565539972713,0.4983877771771173
ood_nsncs_lsun_cropped,CTM_oc_mean,Beta,modelvit,do1,rew0,1,0.3371229942025933,0.16324193282254837,0.5867874900824994,0.3932500427632742,0.5118748815856254
ood_nsncs_lsun_resize,CTM_oc_mean,Beta,modelvit,do1,rew0,1,0.3412296177167222,0.1503916136873032,0.5578716141037243,0.39735666627740307,0.522467259622126
ood_nsncs_isun,CTM_oc_mean,Beta,modelvit,do1,rew0,1,0.3142806704593112,0.13118728804930332,0.5415826724717276,0.37392219812080374,0.5018125946552723
ood_nsncs_textures,CTM_oc_mean,Beta,modelvit,do1,rew0,1,0.1843137398278507,0.07672764149013798,0.48356646813640686,0.2525169013257894,0.3599947776889041
ood_nsncs_places365,CTM_oc_mean,Beta,modelvit,do1,rew0,1,0.3367960048912943,0.15131547192036637,0.5658822573523047,0.3929230534519753,0.5148199124255276
val,GEN,Sigmoid,modelvit,do1,rew0,1,0.025349869629857805,0.003518290611265903,0.4425200891448209,0.10111597900244856,0.22736369812964857
iid_test,GEN,Sigmoid,modelvit,do1,rew0,1,0.01585591390474329,0.0009299796249900124,0.11871393048583723,0.10840279440005875,0.2351356955453603
ood_sncs_c10,GEN,Sigmoid,modelvit,do1,rew0,1,0.29231536027370336,0.11429368169542255,0.567969399904116,0.34418097888090154,0.4724251521340172
ood_nsncs_svhn,GEN,Sigmoid,modelvit,do1,rew0,1,0.40421564944488914,0.1916555362476801,0.7355855219602003,0.4318213235587072,0.5314250083450884
ood_nsncs_ti,GEN,Sigmoid,modelvit,do1,rew0,1,0.30652058270458754,0.11795364936925928,0.6059815930840365,0.3583862013117857,0.4942992779129171
ood_nsncs_lsun_cropped,GEN,Sigmoid,modelvit,do1,rew0,1,0.2692805293526714,0.10428342573409463,0.5857907985160811,0.32114614795986957,0.4475044682280872
ood_nsncs_lsun_resize,GEN,Sigmoid,modelvit,do1,rew0,1,0.3122726376519878,0.11964277345644259,0.6036575383781343,0.364138256259186,0.5038679662921361
ood_nsncs_isun,GEN,Sigmoid,modelvit,do1,rew0,1,0.2927442364284689,0.10702312466006828,0.563520344956894,0.3478574983256682,0.4907406590933102
ood_nsncs_textures,GEN,Sigmoid,modelvit,do1,rew0,1,0.16008532174066623,0.054189362446167406,0.46262246703326754,0.22823950169104545,0.34190151139544217
ood_nsncs_places365,GEN,Sigmoid,modelvit,do1,rew0,1,0.31405928780028647,0.12479261147447819,0.6011779887826816,0.3659249064074846,0.5017507769855424
val,GEN,Isotonic,modelvit,do1,rew0,1,0.030829224871844647,0.005198345307968872,0.608803861611926,0.100769090412726,0.2297797557613939
iid_test,GEN,Isotonic,modelvit,do1,rew0,1,0.011210997213359119,0.0006643485093680656,0.53206935985698,0.10743604827629506,0.2346536424845936
ood_sncs_c10,GEN,Isotonic,modelvit,do1,rew0,1,0.2945841129125905,0.11778587345173565,0.5413401981867233,0.34577355358921946,0.4700870583236672
ood_nsncs_svhn,GEN,Isotonic,modelvit,do1,rew0,1,0.4040831922749419,0.19647495511036764,0.6275463508084508,0.4314829664649612,0.5272992063082675
ood_nsncs_ti,GEN,Isotonic,modelvit,do1,rew0,1,0.30721238701252834,0.11999465097731843,0.5286411177051614,0.35843563133907563,0.48985716327799195
ood_nsncs_lsun_cropped,GEN,Isotonic,modelvit,do1,rew0,1,0.2683804250902445,0.10565898526569655,0.5253584201614055,0.31975169298606615,0.4440480990325831
ood_nsncs_lsun_resize,GEN,Isotonic,modelvit,do1,rew0,1,0.3114737916020453,0.1211870946652003,0.5254260351722353,0.36274480477490867,0.4988717883705806
ood_nsncs_isun,GEN,Isotonic,modelvit,do1,rew0,1,0.29216235485497005,0.10869483526859848,0.5274131849965447,0.3466056208989492,0.485878418365295
ood_nsncs_textures,GEN,Isotonic,modelvit,do1,rew0,1,0.1663542529279342,0.05998769499438525,0.5260299158278051,0.23364109142391146,0.3494067843740991
ood_nsncs_places365,GEN,Isotonic,modelvit,do1,rew0,1,0.3140806772209608,0.12737521915624148,0.5713686457261626,0.3652700503726456,0.49614337122953467
val,GEN,Beta,modelvit,do1,rew0,1,0.011324194546058276,0.001448005815483482,0.7237714769774348,0.10111377674190433,0.2254248185740923
iid_test,GEN,Beta,modelvit,do1,rew0,1,0.009842866100943143,0.0007567513088179795,0.8423176473722743,0.10920607233837643,0.23403722228649426
ood_sncs_c10,GEN,Beta,modelvit,do1,rew0,1,0.3052224146629801,0.12524196061455686,0.5109370188372804,0.3576875298564699,0.47752630382594113
ood_nsncs_svhn,GEN,Beta,modelvit,do1,rew0,1,0.42377262263353305,0.20638065638277725,0.67424626568754,0.4517204126113337,0.5379832597226678
ood_nsncs_ti,GEN,Beta,modelvit,do1,rew0,1,0.31715925396722794,0.1266355645706021,0.5486851567574322,0.3696336524556278,0.49645253036781933
ood_nsncs_lsun_cropped,GEN,Beta,modelvit,do1,rew0,1,0.2829519282769847,0.11409007191850433,0.5229575482108226,0.3354408756653819,0.4527893327593561
ood_nsncs_lsun_resize,GEN,Beta,modelvit,do1,rew0,1,0.3210079332903163,0.12588874710610967,0.532250201554419,0.3734863075093365,0.5040877757242721
ood_nsncs_isun,GEN,Beta,modelvit,do1,rew0,1,0.30158089999092885,0.1137456381382551,0.49994167421307417,0.3573430830125654,0.49159686154513765
ood_nsncs_textures,GEN,Beta,modelvit,do1,rew0,1,0.17799662857346904,0.06788084741021028,0.48176810199470055,0.2468841928303015,0.360510218662598
ood_nsncs_places365,GEN,Beta,modelvit,do1,rew0,1,0.3232013971689833,0.13252223875865432,0.5511879284709537,0.37562483306443184,0.5022389801096357
val,REN,Sigmoid,modelvit,do1,rew0,1,0.025235748144653642,0.004306674021081545,0.8219335175341357,0.10131539023655917,0.2279715267742253
iid_test,REN,Sigmoid,modelvit,do1,rew0,1,0.019413367082606322,0.0014836664450305116,0.1890781366488925,0.1093600878206187,0.2375417995539612
ood_sncs_c10,REN,Sigmoid,modelvit,do1,rew0,1,0.30514429281289657,0.13130427198165823,0.5879484264777023,0.35733781961004457,0.4879849972731004
ood_nsncs_svhn,REN,Sigmoid,modelvit,do1,rew0,1,0.3915406851407151,0.18613189311590284,0.6898891401832964,0.41932088964430003,0.5207702562826799
ood_nsncs_ti,REN,Sigmoid,modelvit,do1,rew0,1,0.31050323637262306,0.12606871788930316,0.5927152806798184,0.3626967631697713,0.49936140260678313
ood_nsncs_lsun_cropped,REN,Sigmoid,modelvit,do1,rew0,1,0.25313211787131457,0.0958819810715332,0.528476617610302,0.3053256446684626,0.4310335162540893
ood_nsncs_lsun_resize,REN,Sigmoid,modelvit,do1,rew0,1,0.3068228366229644,0.11886852907315414,0.5689016443684173,0.3590163634201125,0.4986023655856084
ood_nsncs_isun,REN,Sigmoid,modelvit,do1,rew0,1,0.28831439716217017,0.10733719429648497,0.5393055864671138,0.3437760997111202,0.4863537132265794
ood_nsncs_textures,REN,Sigmoid,modelvit,do1,rew0,1,0.17435927478859606,0.06550323415416343,0.4831928000779108,0.24294434353168995,0.3701387945796541
ood_nsncs_places365,REN,Sigmoid,modelvit,do1,rew0,1,0.32377052544199303,0.13853806002621513,0.6047362435620096,0.3759640522391411,0.5123615004238312
val,REN,Isotonic,modelvit,do1,rew0,1,0.021564053903194567,0.0030775024762150697,0.7687547989218066,0.10283591115397733,0.23336722710755226
iid_test,REN,Isotonic,modelvit,do1,rew0,1,0.013832537394277476,0.0008667712325786439,0.9356434619052723,0.10870369445088587,0.23632825783467756
ood_sncs_c10,REN,Isotonic,modelvit,do1,rew0,1,0.3051199068873072,0.1278937032838411,0.5954559559130903,0.3572133471241286,0.48125915627550236
ood_nsncs_svhn,REN,Isotonic,modelvit,do1,rew0,1,0.39747350133385295,0.18935206660781045,0.6401509572374635,0.42523147945267936,0.5177401474585592
ood_nsncs_ti,REN,Isotonic,modelvit,do1,rew0,1,0.3110342051837974,0.12384926729106466,0.5678409874526484,0.3631692614776624,0.49325380493099136
ood_nsncs_lsun_cropped,REN,Isotonic,modelvit,do1,rew0,1,0.2587980519778127,0.09790293696451828,0.5375471413149198,0.31094981978040975,0.4301782475940815
ood_nsncs_lsun_resize,REN,Isotonic,modelvit,do1,rew0,1,0.3086154440422821,0.11853604629328371,0.5510027026576786,0.3607672118448791,0.49373190612642276
ood_nsncs_isun,REN,Isotonic,modelvit,do1,rew0,1,0.2899104598741349,0.10667546626705712,0.5441924557785935,0.34532410957784343,0.48182153526292265
ood_nsncs_textures,REN,Isotonic,modelvit,do1,rew0,1,0.17776354431654148,0.06522339723432778,0.49762771652614646,0.24629373952094813,0.3692646368532755
ood_nsncs_places365,REN,Isotonic,modelvit,do1,rew0,1,0.3223557100416734,0.13511795254226525,0.5831927900107161,0.3743858161263498,0.5041948890059209
val,REN,Beta,modelvit,do1,rew0,1,0.01582727063382348,0.00227363975862973,0.7233639988094709,0.10233695743414942,0.22642212249650112
iid_test,REN,Beta,modelvit,do1,rew0,1,0.009862445224195339,0.000693438839059431,0.32204737043597365,0.1108584197746338,0.23589477204675827
ood_sncs_c10,REN,Beta,modelvit,do1,rew0,1,0.3158992563780703,0.13574918793748356,0.5379470883434955,0.36914044577577076,0.48925153257848
ood_nsncs_svhn,REN,Beta,modelvit,do1,rew0,1,0.4202001752849471,0.20371075154518142,0.6261862262073318,0.44853800221951307,0.5326889664640119
ood_nsncs_ti,REN,Beta,modelvit,do1,rew0,1,0.32202931600149265,0.13167640984184686,0.5184148015073735,0.3752705053991931,0.5010394267548247
ood_nsncs_lsun_cropped,REN,Beta,modelvit,do1,rew0,1,0.2760500604837523,0.10949797303644544,0.4887159266070364,0.3292912498814528,0.44358081585887726
ood_nsncs_lsun_resize,REN,Beta,modelvit,do1,rew0,1,0.32053251171504593,0.12604599101628927,0.5103357089323138,0.3737737011127464,0.5018733266861161
ood_nsncs_isun,REN,Beta,modelvit,do1,rew0,1,0.30126499277997637,0.11408042778978957,0.48698264017700266,0.3578399588903125,0.4898115048949794
ood_nsncs_textures,REN,Beta,modelvit,do1,rew0,1,0.1896882181287333,0.07375358908534307,0.46586749313495934,0.2596499712211667,0.38049426911644735
ood_nsncs_places365,REN,Beta,modelvit,do1,rew0,1,0.33133326285568215,0.14089661674134876,0.5380869989652393,0.38457445225338266,0.5103985838981747
val,NNGuide,Sigmoid,modelvit,do1,rew0,1,0.02248475279403263,0.0031887791358533387,0.43152037992329273,0.10821816512862212,0.2348775140304583
iid_test,NNGuide,Sigmoid,modelvit,do1,rew0,1,0.012708832395088564,0.0005212692964421785,0.2453121857765786,0.11645571074790934,0.24769467596374264
ood_sncs_c10,NNGuide,Sigmoid,modelvit,do1,rew0,1,0.28437506898968834,0.11233572209498296,0.5108232430517174,0.3385980824402481,0.46011993174500526
ood_nsncs_svhn,NNGuide,Sigmoid,modelvit,do1,rew0,1,0.4085776917664961,0.19299680676189448,0.6445563227612412,0.43743809830407343,0.5257709057126043
ood_nsncs_ti,NNGuide,Sigmoid,modelvit,do1,rew0,1,0.2904364407582533,0.10961917918059848,0.516430879004071,0.34465945420881317,0.4713081673231829
ood_nsncs_lsun_cropped,NNGuide,Sigmoid,modelvit,do1,rew0,1,0.2920981463105489,0.12637717196994913,0.5606066790365909,0.3463211597611087,0.4630533019884818
ood_nsncs_lsun_resize,NNGuide,Sigmoid,modelvit,do1,rew0,1,0.31547057524675076,0.12641901580836454,0.5527292084420384,0.3696935886973106,0.5000120433316636
ood_nsncs_isun,NNGuide,Sigmoid,modelvit,do1,rew0,1,0.2888218810481098,0.10864926147031105,0.5113700326030206,0.34644014961735464,0.4794455373221532
ood_nsncs_textures,NNGuide,Sigmoid,modelvit,do1,rew0,1,0.140651208243759,0.04378006523662083,0.4264003250775905,0.20607238388237112,0.30365212178015644
ood_nsncs_places365,NNGuide,Sigmoid,modelvit,do1,rew0,1,0.2962510776573326,0.11590750473877884,0.5310291264121058,0.35047409110789235,0.4755758600215822
val,NNGuide,Isotonic,modelvit,do1,rew0,1,0.022528920147303046,0.00443157902181472,1.0,0.10813258041882001,0.23698594277573504
iid_test,NNGuide,Isotonic,modelvit,do1,rew0,1,0.01920296600986387,0.0008015786708522652,0.2483433960441513,0.11594518238830762,0.24892856027022475
ood_sncs_c10,NNGuide,Isotonic,modelvit,do1,rew0,1,0.29794002099780775,0.11909899057992776,0.5093175867974895,0.35212602800678694,0.4676930072808419
ood_nsncs_svhn,NNGuide,Isotonic,modelvit,do1,rew0,1,0.4286993294185421,0.2037348022071469,0.6120611149201198,0.45754003914472174,0.5359337673765389
ood_nsncs_ti,NNGuide,Isotonic,modelvit,do1,rew0,1,0.30355995802906965,0.11607167228824604,0.5033251689725848,0.3577459650380489,0.478477929913486
ood_nsncs_lsun_cropped,NNGuide,Isotonic,modelvit,do1,rew0,1,0.2988684759318602,0.12700931988758285,0.5116499617003472,0.35305448294083935,0.46397983540961035
ood_nsncs_lsun_resize,NNGuide,Isotonic,modelvit,do1,rew0,1,0.321817840960509,0.12710061637375247,0.4876456093135593,0.3760038479694881,0.5008807931114777
ood_nsncs_isun,NNGuide,Isotonic,modelvit,do1,rew0,1,0.29721352130081685,0.1114417444436255,0.4883756741830884,0.3547924661952978,0.48261642748261835
ood_nsncs_textures,NNGuide,Isotonic,modelvit,do1,rew0,1,0.15914273402239856,0.06103557144735951,0.46734126976357454,0.22988545998837787,0.3323616966551943
ood_nsncs_places365,NNGuide,Isotonic,modelvit,do1,rew0,1,0.3068450322636579,0.12011104357155111,0.48612948307252846,0.36103103927263713,0.48026899390914374
val,NNGuide,Beta,modelvit,do1,rew0,1,0.025414464205112217,0.004324698450951697,0.9430480732939649,0.11285160541001285,0.23714069498931323
iid_test,NNGuide,Beta,modelvit,do1,rew0,1,0.008573534398079055,0.0006974912550005246,0.3211842379784811,0.12004454791014671,0.24790106965667613
ood_sncs_c10,NNGuide,Beta,modelvit,do1,rew0,1,0.3084846788942409,0.1355264086626197,0.5615064103451793,0.36413870659206043,0.4841874280122341
ood_nsncs_svhn,NNGuide,Beta,modelvit,do1,rew0,1,0.44467178541460756,0.22872520811217073,0.653139176855507,0.4742938547666501,0.5578347512763736
ood_nsncs_ti,NNGuide,Beta,modelvit,do1,rew0,1,0.3122581832445971,0.13058536392183911,0.5528701717478738,0.3679122109424167,0.49253022416434666
ood_nsncs_lsun_cropped,NNGuide,Beta,modelvit,do1,rew0,1,0.3183286039182807,0.15311618423363843,0.5876613030525655,0.37398263161610035,0.49082603471224184
ood_nsncs_lsun_resize,NNGuide,Beta,modelvit,do1,rew0,1,0.3360407049378229,0.1471983042580225,0.5685301191077575,0.3916947326356425,0.5196302304499539
ood_nsncs_isun,NNGuide,Beta,modelvit,do1,rew0,1,0.3087712351399881,0.12825816795306838,0.552387259287922,0.36791012305005216,0.49891998114864283
ood_nsncs_textures,NNGuide,Beta,modelvit,do1,rew0,1,0.1674382264868556,0.06193534533667693,0.4808116631372327,0.22862266867462916,0.3325518231506269
ood_nsncs_places365,NNGuide,Beta,modelvit,do1,rew0,1,0.31926489665041313,0.13883261577891254,0.5652265190358035,0.3749189243482327,0.49822836359089223
val,fDBD,Sigmoid,modelvit,do1,rew0,1,0.018180769624767265,0.004005618224977084,0.8724117405017389,0.10424662366282596,0.23002017680518907
iid_test,fDBD,Sigmoid,modelvit,do1,rew0,1,0.01267581223892287,0.0007690394752368198,0.23702501332191556,0.11333458767891405,0.24444153586341735
ood_sncs_c10,fDBD,Sigmoid,modelvit,do1,rew0,1,0.24107396270096718,0.0899195671419969,0.5504837631177638,0.2936894472602696,0.4255373421862357
ood_nsncs_svhn,fDBD,Sigmoid,modelvit,do1,rew0,1,0.3981751082361811,0.19433663017964853,0.6822454786670349,0.4261799013744847,0.5287162504368578
ood_nsncs_ti,fDBD,Sigmoid,modelvit,do1,rew0,1,0.2717150693256371,0.1023705648760376,0.556355143513216,0.3243305538849394,0.4624429867464813
ood_nsncs_lsun_cropped,fDBD,Sigmoid,modelvit,do1,rew0,1,0.2798596731206416,0.11889218018021404,0.5998202168914516,0.3324751576799438,0.4603663311319927
ood_nsncs_lsun_resize,fDBD,Sigmoid,modelvit,do1,rew0,1,0.2928725421590241,0.11727966170797247,0.5773449670211838,0.34548802671832646,0.4820567592156706
ood_nsncs_isun,fDBD,Sigmoid,modelvit,do1,rew0,1,0.2714741944366229,0.10178149544977455,0.5547901195588516,0.3273842762641715,0.4684840136894868
ood_nsncs_textures,fDBD,Sigmoid,modelvit,do1,rew0,1,0.10446223008824419,0.0249302852610898,0.37492072408453236,0.1655048125042486,0.2664580849292079
ood_nsncs_places365,fDBD,Sigmoid,modelvit,do1,rew0,1,0.2597126053674683,0.09847637795586327,0.5618427619551786,0.3123280899267707,0.4469924738083771
val,fDBD,Isotonic,modelvit,do1,rew0,1,0.017109639151196194,0.00365830414828426,0.7142857142857143,0.10389263372733812,0.23187098004162976
iid_test,fDBD,Isotonic,modelvit,do1,rew0,1,0.014245074439609868,0.0005269774355243554,0.3726865941804749,0.11266211485251158,0.245029197076472
ood_sncs_c10,fDBD,Isotonic,modelvit,do1,rew0,1,0.2600751826514436,0.09435462393918058,0.4967015175972419,0.31266753330210645,0.4316565606042902
ood_nsncs_svhn,fDBD,Isotonic,modelvit,do1,rew0,1,0.4124253313455209,0.19286675165095235,0.6778709151798772,0.44041781137236385,0.5277423896964986
ood_nsncs_ti,fDBD,Isotonic,modelvit,do1,rew0,1,0.28558670874841846,0.10379095750003389,0.5393394713577466,0.3381790593990814,0.4648515750037869
ood_nsncs_lsun_cropped,fDBD,Isotonic,modelvit,do1,rew0,1,0.28529295638166235,0.11379341080938116,0.545701378641396,0.3378853070323253,0.45573397570171265
ood_nsncs_lsun_resize,fDBD,Isotonic,modelvit,do1,rew0,1,0.2999886344485674,0.11437299552444999,0.5385081687017018,0.35258098509923025,0.4796793010447334
