model,drop out,methods,reward,test,cifar10,svhn,lsun cropped,lsun resize,isun,textures,places365
confidnet,do1,MCD-Maha,rew2.2,0.014116673733849493,0.2832534555328795,0.4613551812950752,0.2905816334443314,0.2846397745568033,0.25855431705158183,0.15310030001326752,0.2801279883917649
confidnet,do1,MCD-Maha,rew2.2,0.014116673733849493,0.2832534555328795,0.4613551812950752,0.2905816334443314,0.2846397745568033,0.25855431705158183,0.15310030001326752,0.2801279883917649
confidnet,do1,MCD-EMLS,rew2.2,0.021834984930837943,0.18243372237220945,0.32642016712811905,0.17364569138768995,0.1828692544640644,0.17037309495787645,0.09758969460538065,0.17225157080263287
confidnet,do1,MCD-EMLS,rew2.2,0.021834984930837943,0.18243372237220945,0.32642016712811905,0.17364569138768995,0.1828692544640644,0.17037309495787645,0.09758969460538065,0.17225157080263287
confidnet,do1,MCD-Residual,rew2.2,0.02254316352609101,0.2816567172631816,0.45707683797385495,0.292204816687984,0.29012272224923463,0.258801062537348,0.15958533826034227,0.2778001744455672
confidnet,do1,MCD-Residual,rew2.2,0.02254316352609101,0.2816567172631816,0.45707683797385495,0.292204816687984,0.29012272224923463,0.258801062537348,0.15958533826034227,0.2778001744455672
confidnet,do1,MCD-ENeCo,rew2.2,0.022757302405826574,0.18751689269365557,0.33445641737209697,0.17967355462071347,0.1865992241814967,0.17464079671924027,0.10082505591292831,0.17526463232852327
confidnet,do1,MCD-ENeCo,rew2.2,0.022757302405826574,0.18751689269365557,0.33445641737209697,0.17967355462071347,0.1865992241814967,0.17464079671924027,0.10082505591292831,0.17526463232852327
confidnet,do1,MCD-MLS,rew2.2,0.02285004565760384,0.1738784351832456,0.3276796523056006,0.16670560321936567,0.17244904416103773,0.1616001353711988,0.09947048023018276,0.16443302572083474
confidnet,do1,MCD-MLS,rew2.2,0.02285004565760384,0.1738784351832456,0.3276796523056006,0.16670560321936567,0.17244904416103773,0.1616001353711988,0.09947048023018276,0.16443302572083474
confidnet,do1,MCD-ECTM,rew2.2,0.022981871530472882,0.13976632042770398,0.23041747015522515,0.12658334093811927,0.1373622292514066,0.13546674825339072,0.0942530626951531,0.14910349042805765
confidnet,do1,MCD-ECTM,rew2.2,0.022981871530472882,0.13976632042770398,0.23041747015522515,0.12658334093811927,0.1373622292514066,0.13546674825339072,0.0942530626951531,0.14910349042805765
confidnet,do1,MCD-NeCo,rew2.2,0.02347256035642938,0.17798851986127245,0.33322790419865816,0.1719060924183451,0.1756675014797735,0.16505779209951313,0.10180150293499904,0.16701994053490105
confidnet,do1,MCD-NeCo,rew2.2,0.02347256035642938,0.17798851986127245,0.33322790419865816,0.1719060924183451,0.1756675014797735,0.16505779209951313,0.10180150293499904,0.16701994053490105
confidnet,do1,MCD-PE,rew2.2,0.023507711002332406,0.16591733340466777,0.31998640927073096,0.1518659784581953,0.16184112619470714,0.14892779548780954,0.10183797007155779,0.15627608494532105
confidnet,do1,MCD-PE,rew2.2,0.023507711002332406,0.16591733340466777,0.31998640927073096,0.1518659784581953,0.16184112619470714,0.14892779548780954,0.10183797007155779,0.15627608494532105
confidnet,do1,MCD-REN,rew2.2,0.023716253535067462,0.14910946340832576,0.302359435290401,0.11757142126093935,0.1417965330447213,0.1320774392541792,0.11860556787055235,0.1549677674169921
confidnet,do1,MCD-REN,rew2.2,0.023716253535067462,0.14910946340832576,0.302359435290401,0.11757142126093935,0.1417965330447213,0.1320774392541792,0.11860556787055235,0.1549677674169921
confidnet,do1,MCD-EMSR,rew2.2,0.02378750095217108,0.14526503825237952,0.2923763055319929,0.11516697292213623,0.14719018346576465,0.13094609087772,0.10341188869629758,0.1505259138543863
confidnet,do1,MCD-EMSR,rew2.2,0.02378750095217108,0.14526503825237952,0.2923763055319929,0.11516697292213623,0.14719018346576465,0.13094609087772,0.10341188869629758,0.1505259138543863
confidnet,do1,MCD-PCE,rew2.2,0.024173890536633116,0.14926934837009592,0.30723901919822066,0.12703561423651533,0.14716661130933695,0.13386118434324312,0.10813936568571937,0.1502487061341611
confidnet,do1,MCD-PCE,rew2.2,0.024173890536633116,0.14926934837009592,0.30723901919822066,0.12703561423651533,0.14716661130933695,0.13386118434324312,0.10813936568571937,0.1502487061341611
confidnet,do1,MCD-EGEN,rew2.2,0.024326643712939935,0.13690855049113412,0.2810068267699831,0.09773737101029105,0.13905706580960495,0.12261278712677237,0.10664148543006179,0.15059725349018394
confidnet,do1,MCD-EGEN,rew2.2,0.024326643712939935,0.13690855049113412,0.2810068267699831,0.09773737101029105,0.13905706580960495,0.12261278712677237,0.10664148543006179,0.15059725349018394
confidnet,do1,MCD-ECTMmean,rew2.2,0.02450008018247736,0.15004074476636697,0.2832976950222225,0.15172696878965006,0.150745451029672,0.1435772241271325,0.07876555357042316,0.15690417835298837
confidnet,do1,MCD-ECTMmean,rew2.2,0.02450008018247736,0.15004074476636697,0.2832976950222225,0.15172696878965006,0.150745451029672,0.1435772241271325,0.07876555357042316,0.15690417835298837
confidnet,do1,MCD-EPCE,rew2.2,0.02469394921372359,0.15529716863684734,0.3015338658848565,0.1335943648183411,0.15500104594801636,0.13991284379247532,0.10144309715119014,0.15260409732692434
confidnet,do1,MCD-EPCE,rew2.2,0.02469394921372359,0.15529716863684734,0.3015338658848565,0.1335943648183411,0.15500104594801636,0.13991284379247532,0.10144309715119014,0.15260409732692434
confidnet,do1,MCD-EPE,rew2.2,0.02482906007048394,0.16535582785073025,0.30963230747653925,0.1491026577530105,0.1639736701974056,0.14972289834791605,0.09642329704480045,0.15731759063011141
confidnet,do1,MCD-EPE,rew2.2,0.02482906007048394,0.16535582785073025,0.30963230747653925,0.1491026577530105,0.1639736701974056,0.14972289834791605,0.09642329704480045,0.15731759063011141
confidnet,do1,MCD-EREN,rew2.2,0.024891895968116612,0.14576830051976272,0.2913283892094316,0.10942613626282031,0.14061777523745006,0.12787212875395138,0.10889554572864889,0.1513084329163144
confidnet,do1,MCD-EREN,rew2.2,0.024891895968116612,0.14576830051976272,0.2913283892094316,0.10942613626282031,0.14061777523745006,0.12787212875395138,0.10889554572864889,0.1513084329163144
confidnet,do1,MCD-ECTMmeanOC,rew2.2,0.02500985660364649,0.14776768753565098,0.2826158019700132,0.14830361439488673,0.14866550159487943,0.14178021012304945,0.07896298223877718,0.15588875152063333
confidnet,do1,MCD-ECTMmeanOC,rew2.2,0.02500985660364649,0.14776768753565098,0.2826158019700132,0.14830361439488673,0.14866550159487943,0.14178021012304945,0.07896298223877718,0.15588875152063333
confidnet,do1,MCD-GEN,rew2.2,0.02593897451228556,0.1415926793134039,0.2981382131796411,0.11431443008350338,0.14140875350951737,0.1292208551023751,0.1196129857113714,0.15651236657092696
confidnet,do1,MCD-GEN,rew2.2,0.02593897451228556,0.1415926793134039,0.2981382131796411,0.11431443008350338,0.14140875350951737,0.1292208551023751,0.1196129857113714,0.15651236657092696
confidnet,do1,MCD-GE,rew2.2,0.026742412717633387,0.19209168149145173,0.35230717121525057,0.18722737780480792,0.18916218380270725,0.17666873680157733,0.10009627824662713,0.17637336497563486
confidnet,do1,MCD-GE,rew2.2,0.026742412717633387,0.19209168149145173,0.35230717121525057,0.18722737780480792,0.18916218380270725,0.17666873680157733,0.10009627824662713,0.17637336497563486
confidnet,do1,MCD-EfDBD,rew2.2,0.027288548457382263,0.13123589859639193,0.2535203116698483,0.10661079212020892,0.12032907381457708,0.11638193828389481,0.088969966341658,0.15125994363692932
confidnet,do1,MCD-EfDBD,rew2.2,0.027288548457382263,0.13123589859639193,0.2535203116698483,0.10661079212020892,0.12032907381457708,0.11638193828389481,0.088969966341658,0.15125994363692932
confidnet,do1,MCD-Confidence,rew2.2,0.027544468471948046,0.14283254258248454,0.28042124895352316,0.10177526137821244,0.13868931840191653,0.1229613643336806,0.10311303925233743,0.14948316369827366
confidnet,do1,MCD-Confidence,rew2.2,0.027544468471948046,0.14283254258248454,0.28042124895352316,0.10177526137821244,0.13868931840191653,0.1229613643336806,0.10311303925233743,0.14948316369827366
confidnet,do1,MCD-CTM,rew2.2,0.027633609866874794,0.1298771178525396,0.23119680497908152,0.11503705818349147,0.12433500597645814,0.12189211757922724,0.09703656252495922,0.1460558471419458
confidnet,do1,MCD-CTM,rew2.2,0.027633609866874794,0.1298771178525396,0.23119680497908152,0.11503705818349147,0.12433500597645814,0.12189211757922724,0.09703656252495922,0.1460558471419458
