model,drop out,methods,reward,run,test,cifar10,svhn,lsun cropped,lsun resize,isun,textures,places365
modelvit,do1,PCE,rew0,0,0.0086585048612066,0.261166379154585,0.2610658495276581,0.1713786356264842,0.2364187225158364,0.2136620693864978,0.1279288666415075,0.2424511774648227
modelvit,do1,PCE,rew0,0,0.0086585048612066,0.261166379154585,0.2610658495276581,0.1713786356264842,0.2364187225158364,0.2136620693864978,0.1279288666415075,0.2424511774648227
modelvit,do1,PCE,rew0,1,0.0155266344954217,0.2427350794661873,0.1848547622589659,0.1372383395073529,0.1991855100323725,0.1781857990703622,0.0996604396888208,0.2114235164033446
modelvit,do1,PCE,rew0,1,0.0155266344954217,0.2427350794661873,0.1848547622589659,0.1372383395073529,0.1991855100323725,0.1781857990703622,0.0996604396888208,0.2114235164033446
modelvit,do1,PCE,rew0,2,0.0099069263607622,0.2843871910048099,0.2968123957164243,0.191926783562865,0.2497322649428186,0.2270134909604823,0.1431704689218624,0.2570480887057065
modelvit,do1,PCE,rew0,2,0.0099069263607622,0.2843871910048099,0.2968123957164243,0.191926783562865,0.2497322649428186,0.2270134909604823,0.1431704689218624,0.2570480887057065
modelvit,do1,PCE,rew0,3,0.0128393078657068,0.266411359767723,0.269462970509205,0.1763256257339327,0.2295796407563929,0.2079229340348804,0.1224536155890912,0.240487736849862
modelvit,do1,PCE,rew0,3,0.0128393078657068,0.266411359767723,0.269462970509205,0.1763256257339327,0.2295796407563929,0.2079229340348804,0.1224536155890912,0.240487736849862
modelvit,do1,PCE,rew0,4,0.0141301556750716,0.2569229768455376,0.1929020096093572,0.1494440134424112,0.203757174671409,0.182718177565004,0.1076194735391147,0.2220610800942004
modelvit,do1,PCE,rew0,4,0.0141301556750716,0.2569229768455376,0.1929020096093572,0.1494440134424112,0.203757174671409,0.182718177565004,0.1076194735391147,0.2220610800942004
modelvit,do0,MSR,rew0,0,0.0138400474810422,0.2536884696776671,0.1809628117185134,0.1391993779085691,0.2393153537438017,0.2038776293647322,0.0855500077738738,0.2254190818779868
modelvit,do0,MSR,rew0,0,0.0138400474810422,0.2536884696776671,0.1809628117185134,0.1391993779085691,0.2393153537438017,0.2038776293647322,0.0855500077738738,0.2254190818779868
modelvit,do0,MSR,rew0,1,0.0196268130960494,0.2563700261642904,0.1768378449838145,0.1292788679524256,0.2424333281989927,0.2155157773209441,0.0947710437929666,0.2336393711510405
modelvit,do0,MSR,rew0,1,0.0196268130960494,0.2563700261642904,0.1768378449838145,0.1292788679524256,0.2424333281989927,0.2155157773209441,0.0947710437929666,0.2336393711510405
modelvit,do0,MSR,rew0,2,0.0165622327111754,0.2332736380770707,0.1200188630456998,0.1074423030516085,0.2240685289899263,0.1923865695829606,0.0723721658325647,0.2177417368163696
modelvit,do0,MSR,rew0,2,0.0165622327111754,0.2332736380770707,0.1200188630456998,0.1074423030516085,0.2240685289899263,0.1923865695829606,0.0723721658325647,0.2177417368163696
modelvit,do0,MSR,rew0,3,0.0146119381329033,0.2479265187928034,0.1498439566464216,0.1278111036089181,0.229425143636072,0.202834527035397,0.0965571001251691,0.2305831539764275
modelvit,do0,MSR,rew0,3,0.0146119381329033,0.2479265187928034,0.1498439566464216,0.1278111036089181,0.229425143636072,0.202834527035397,0.0965571001251691,0.2305831539764275
modelvit,do0,MSR,rew0,4,0.0159531488642728,0.2314792364321268,0.1452584485816065,0.0986331088277725,0.2164334906488934,0.1942080926982789,0.0795295166189895,0.2114075223160418
modelvit,do0,MSR,rew0,4,0.0159531488642728,0.2314792364321268,0.1452584485816065,0.0986331088277725,0.2164334906488934,0.1942080926982789,0.0795295166189895,0.2114075223160418
modelvit,do0,fDBD,rew0,0,0.0178096012729479,0.2472297296342684,0.238264778484591,0.1810844729415729,0.2494888248810934,0.2141731011041158,0.0530863514210343,0.1827778663279925
modelvit,do0,fDBD,rew0,0,0.0178096012729479,0.2472297296342684,0.238264778484591,0.1810844729415729,0.2494888248810934,0.2141731011041158,0.0530863514210343,0.1827778663279925
