model,drop out,methods,reward,run,test,cifar10,svhn,lsun cropped,lsun resize,isun,textures,places365
confidnet,do1,MCD-ENNGuide,rew2.2,1,0.111253491636723,0.410070449618057,0.5993672773642664,0.2439465204087489,0.3658445473010632,0.3056444730051417,0.1482553531929958,0.455783326082745
confidnet,do1,MCD-ENNGuide,rew2.2,1,0.111253491636723,0.410070449618057,0.5993672773642664,0.2439465204087489,0.3658445473010632,0.3056444730051417,0.1482553531929958,0.455783326082745
confidnet,do1,MCD-ENNGuide,rew2.2,2,0.0771728855986817,0.4221432255857631,0.6499895875840626,0.2486464380608199,0.4797117473565347,0.4473467090646287,0.1683219875566088,0.4221565060993003
confidnet,do1,MCD-ENNGuide,rew2.2,2,0.0771728855986817,0.4221432255857631,0.6499895875840626,0.2486464380608199,0.4797117473565347,0.4473467090646287,0.1683219875566088,0.4221565060993003
confidnet,do1,MCD-ENNGuide,rew2.2,3,0.0770887202093222,0.4706958669370874,0.6250594215852254,0.229723020649211,0.3746380186449869,0.2974631527313445,0.1532260022845987,0.4216527630928174
confidnet,do1,MCD-ENNGuide,rew2.2,3,0.0770887202093222,0.4706958669370874,0.6250594215852254,0.229723020649211,0.3746380186449869,0.2974631527313445,0.1532260022845987,0.4216527630928174
confidnet,do1,MCD-ENNGuide,rew2.2,4,0.0989560391722491,0.4574651741487119,0.6260811437142353,0.2169905369484682,0.2242277187594586,0.2104317684478669,0.1490854249413816,0.4454024101994342
confidnet,do1,MCD-ENNGuide,rew2.2,4,0.0989560391722491,0.4574651741487119,0.6260811437142353,0.2169905369484682,0.2242277187594586,0.2104317684478669,0.1490854249413816,0.4454024101994342
confidnet,do1,MCD-ENNGuide,rew2.2,5,0.0595002303446777,0.4154991820515662,0.4654152274427263,0.2880561100017696,0.4599315318896176,0.3755030662801393,0.1804535651936998,0.4295715649186779
confidnet,do1,MCD-ENNGuide,rew2.2,5,0.0595002303446777,0.4154991820515662,0.4654152274427263,0.2880561100017696,0.4599315318896176,0.3755030662801393,0.1804535651936998,0.4295715649186779
confidnet,do1,MCD-PE,rew2.2,1,0.1085463798893111,0.3885741108588705,0.5877515961063826,0.2632878225434358,0.4684403109464777,0.404847177129756,0.168624409763731,0.4123250159551806
confidnet,do1,MCD-PE,rew2.2,1,0.1085463798893111,0.3885741108588705,0.5877515961063826,0.2632878225434358,0.4684403109464777,0.404847177129756,0.168624409763731,0.4123250159551806
confidnet,do1,MCD-PE,rew2.2,2,0.0838929737361869,0.3746352307833615,0.6338476681778643,0.2740448530003734,0.5011580940928506,0.4706729857850071,0.2165241282111824,0.3992850299961367
confidnet,do1,MCD-PE,rew2.2,2,0.0838929737361869,0.3746352307833615,0.6338476681778643,0.2740448530003734,0.5011580940928506,0.4706729857850071,0.2165241282111824,0.3992850299961367
confidnet,do1,MCD-PE,rew2.2,3,0.0817396641497959,0.3775505671603505,0.6082925329178577,0.2333951095111398,0.4217258701141625,0.3508023998390684,0.1757566255859344,0.3849813838679924
confidnet,do1,MCD-PE,rew2.2,3,0.0817396641497959,0.3775505671603505,0.6082925329178577,0.2333951095111398,0.4217258701141625,0.3508023998390684,0.1757566255859344,0.3849813838679924
confidnet,do1,MCD-PE,rew2.2,4,0.0776817292748145,0.3683496663987572,0.5979074851287594,0.2112847568174189,0.2716480855373027,0.234800037488381,0.1363572246795996,0.3909242285719129
confidnet,do1,MCD-PE,rew2.2,4,0.0776817292748145,0.3683496663987572,0.5979074851287594,0.2112847568174189,0.2716480855373027,0.234800037488381,0.1363572246795996,0.3909242285719129
confidnet,do1,MCD-PE,rew2.2,5,0.0841166767502075,0.375155887675605,0.4884594595755233,0.2988057351892262,0.5106773726675007,0.4210089914289036,0.1665487829351235,0.4059026078927804
confidnet,do1,MCD-PE,rew2.2,5,0.0841166767502075,0.375155887675605,0.4884594595755233,0.2988057351892262,0.5106773726675007,0.4210089914289036,0.1665487829351235,0.4059026078927804
confidnet,do1,MCD-EMLS,rew2.2,1,0.1319996051367865,0.3948184715999359,0.585937176568392,0.2090170788462479,0.3928867284318832,0.3294566351229137,0.1478410142497679,0.3980712361014795
confidnet,do1,MCD-EMLS,rew2.2,1,0.1319996051367865,0.3948184715999359,0.585937176568392,0.2090170788462479,0.3928867284318832,0.3294566351229137,0.1478410142497679,0.3980712361014795
confidnet,do1,MCD-EMLS,rew2.2,2,0.0894615833087701,0.3836923319128834,0.6472984600116698,0.2091341440316314,0.4700331430422799,0.4473570413888867,0.1639131284388832,0.374799340439508
confidnet,do1,MCD-EMLS,rew2.2,2,0.0894615833087701,0.3836923319128834,0.6472984600116698,0.2091341440316314,0.4700331430422799,0.4473570413888867,0.1639131284388832,0.374799340439508
confidnet,do1,MCD-EMLS,rew2.2,3,0.0791744667426928,0.4271898423276453,0.594600245797086,0.2018922789264437,0.3702803944922356,0.473027804241964,0.1298839618059483,0.361412575407922
confidnet,do1,MCD-EMLS,rew2.2,3,0.0791744667426928,0.4271898423276453,0.594600245797086,0.2018922789264437,0.3702803944922356,0.473027804241964,0.1298839618059483,0.361412575407922
confidnet,do1,MCD-EMLS,rew2.2,4,0.0778865754628925,0.4076103646066873,0.5833177185684522,0.2103084786984546,0.2375418915492078,0.2049865699238037,0.1231514952693438,0.3765060045971427
confidnet,do1,MCD-EMLS,rew2.2,4,0.0778865754628925,0.4076103646066873,0.5833177185684522,0.2103084786984546,0.2375418915492078,0.2049865699238037,0.1231514952693438,0.3765060045971427
confidnet,do1,MCD-EMLS,rew2.2,5,0.057685927613101,0.3776204052837191,0.4562565205231051,0.2287316847193367,0.4544333367734166,0.3687627591754486,0.152261643189742,0.3924876186497749
confidnet,do1,MCD-EMLS,rew2.2,5,0.057685927613101,0.3776204052837191,0.4562565205231051,0.2287316847193367,0.4544333367734166,0.3687627591754486,0.152261643189742,0.3924876186497749
confidnet,do1,MCD-NNGuide,rew2.2,1,0.1171328907483499,0.4104699659494881,0.5892743327109743,0.266864050706147,0.3814796056384877,0.3367048759222649,0.1583948917087628,0.4447701957494412
confidnet,do1,MCD-NNGuide,rew2.2,1,0.1171328907483499,0.4104699659494881,0.5892743327109743,0.266864050706147,0.3814796056384877,0.3367048759222649,0.1583948917087628,0.4447701957494412
confidnet,do1,MCD-NNGuide,rew2.2,2,0.0662916746816257,0.4205698166457128,0.6432415795753923,0.2727036949283696,0.4947203252389744,0.4639063488652606,0.1866946684674363,0.4187235328060463
confidnet,do1,MCD-NNGuide,rew2.2,2,0.0662916746816257,0.4205698166457128,0.6432415795753923,0.2727036949283696,0.4947203252389744,0.4639063488652606,0.1866946684674363,0.4187235328060463
confidnet,do1,MCD-NNGuide,rew2.2,3,0.0756630560990025,0.4710336829408238,0.6164122543098222,0.2328826461357535,0.3871849418975687,0.3212116166598091,0.1692628355333314,0.4201622624284346
confidnet,do1,MCD-NNGuide,rew2.2,3,0.0756630560990025,0.4710336829408238,0.6164122543098222,0.2328826461357535,0.3871849418975687,0.3212116166598091,0.1692628355333314,0.4201622624284346
confidnet,do1,MCD-NNGuide,rew2.2,4,0.1220231786219111,0.4614710180776217,0.6131809405195774,0.1981768992339935,0.2504049360915882,0.1983800346365918,0.1386222342885454,0.4458510188174145
confidnet,do1,MCD-NNGuide,rew2.2,4,0.1220231786219111,0.4614710180776217,0.6131809405195774,0.1981768992339935,0.2504049360915882,0.1983800346365918,0.1386222342885454,0.4458510188174145
confidnet,do1,MCD-NNGuide,rew2.2,5,0.0560363422975002,0.416103808575632,0.4723439313926634,0.3091691697638414,0.4671878303646284,0.3916092236236981,0.1740274655727537,0.4363005756258477
confidnet,do1,MCD-NNGuide,rew2.2,5,0.0560363422975002,0.416103808575632,0.4723439313926634,0.3091691697638414,0.4671878303646284,0.3916092236236981,0.1740274655727537,0.4363005756258477
confidnet,do1,MCD-EResidual,rew2.2,1,0.0604871100304938,0.3556972620503059,0.480232531536797,0.2159283958997489,0.3570084130464481,0.267076243702621,0.1317932890721699,0.2485389130161281
confidnet,do1,MCD-EResidual,rew2.2,1,0.0604871100304938,0.3556972620503059,0.480232531536797,0.2159283958997489,0.3570084130464481,0.267076243702621,0.1317932890721699,0.2485389130161281
confidnet,do1,MCD-EResidual,rew2.2,2,0.0793610881822561,0.321923226498178,0.5259150126001089,0.2128917785283994,0.5639874312194402,0.5224224801776304,0.1776268856977645,0.2898593804319708
confidnet,do1,MCD-EResidual,rew2.2,2,0.0793610881822561,0.321923226498178,0.5259150126001089,0.2128917785283994,0.5639874312194402,0.5224224801776304,0.1776268856977645,0.2898593804319708
confidnet,do1,MCD-EResidual,rew2.2,3,0.0584315105581562,0.3437345895408401,0.772723687724354,0.2594113908385824,0.7638980706708528,0.7675972901455331,0.1193800440284631,0.3388370109748722
confidnet,do1,MCD-EResidual,rew2.2,3,0.0584315105581562,0.3437345895408401,0.772723687724354,0.2594113908385824,0.7638980706708528,0.7675972901455331,0.1193800440284631,0.3388370109748722
confidnet,do1,MCD-EResidual,rew2.2,4,0.0733517824235896,0.3259176626288258,0.5428032914544128,0.2487289113202296,0.2937666114587868,0.2941131474130077,0.2318034572324125,0.2851184462497594
