model,drop out,methods,reward,run,test,cifar10,svhn,tinyimagenet,lsun cropped,lsun resize,isun,textures,places365
modelvit,do1,MSR,rew0,0,0.1040483187601577,0.2591995016038134,0.3195865716752264,0.303217310242196,0.3029110476498992,0.3325563447109416,0.3119511021981679,0.1436618398080411,0.3060404167729737
modelvit,do1,MSR,rew0,1,0.108100784875614,0.3188332079539016,0.4282205683199778,0.3423080562994312,0.3272283220476482,0.3617237222433587,0.3430685780604172,0.1957362573028478,0.3455113971725422
modelvit,do1,MSR,rew0,2,0.115412573989599,0.2784098295547315,0.314010976182575,0.3079548795830459,0.2785251331125658,0.3365201567358433,0.3194588281338707,0.1733944106793155,0.3174181435029548
modelvit,do1,MSR,rew0,3,0.1098267540719404,0.2671764071671988,0.3231543049906437,0.2943021294119595,0.2802776775279239,0.3252145736629452,0.3069003014094359,0.1458804720383036,0.3052624619937676
modelvit,do1,MSR,rew0,4,0.1092004763851136,0.2929732685572114,0.3620870239281182,0.3179063131921554,0.3022226540265887,0.3495854989196123,0.3292270149996271,0.1671383210586608,0.3281953215333869
modelvit,do1,GEN,rew0,0,0.1053627722365991,0.2970338407122872,0.3349523017119208,0.3267710709215556,0.3003910052519403,0.334677479820438,0.3169863928125979,0.210887180279505,0.3342886031898747
modelvit,do1,GEN,rew0,1,0.107436048276295,0.3457735535892194,0.4314829664649612,0.3584356313390756,0.3197516929860661,0.3627448047749086,0.3466056208989492,0.2336410914239114,0.3652700503726456
modelvit,do1,GEN,rew0,2,0.1174832350739471,0.392997565684911,0.481273478525848,0.3954045086013082,0.3694964249990157,0.3932201271183846,0.3788193825916389,0.2983801244169608,0.3973900133770056
modelvit,do1,GEN,rew0,3,0.109698047664288,0.3283974559267241,0.3726496971267842,0.3388008908321766,0.2962224557181295,0.3381916369019961,0.3243741274103842,0.2347791014210972,0.3509028198123188
modelvit,do1,GEN,rew0,4,0.1093320430801045,0.3525468039071368,0.4223312874234443,0.3614154826887223,0.3200262318780887,0.3605521537865662,0.3446610914853713,0.2570249165198169,0.3703360613583072
modelvit,do1,PCE,rew0,0,0.1055450081447378,0.2469856939229092,0.3046214119725023,0.2933903952524974,0.2984819673539002,0.3270627778000055,0.3060437035245996,0.1316333169000413,0.2963727713779583
