model,drop out,methods,reward,test,cifar10,svhn,lsun cropped,lsun resize,isun,textures,places365
modelvit,do0,CTMmeanOC,rew0,0.21547857122492386,0.4226255990943823,0.4392004721484321,0.4441278050443386,0.48549366924049553,0.46369332843217925,0.2636091439920002,0.41891472827990156
modelvit,do0,CTMmeanOC,rew0,0.21547857122492386,0.4226255990943823,0.4392004721484321,0.4441278050443386,0.48549366924049553,0.46369332843217925,0.2636091439920002,0.41891472827990156
modelvit,do0,GEN,rew0,0.21577619918669222,0.4415931827772068,0.5786411830986735,0.4577993145717536,0.4711581593099471,0.4577999150673643,0.33858171264856385,0.4573670168226407
modelvit,do0,GEN,rew0,0.21577619918669222,0.4415931827772068,0.5786411830986735,0.4577993145717536,0.4711581593099471,0.4577999150673643,0.33858171264856385,0.4573670168226407
modelvit,do0,CTMmean,rew0,0.21638678960920693,0.4234643969733895,0.4398251513062079,0.4463791155260897,0.48765667839851634,0.4657533800945691,0.26249825672124116,0.41929981157900453
modelvit,do0,CTMmean,rew0,0.21638678960920693,0.4234643969733895,0.4398251513062079,0.4463791155260897,0.48765667839851634,0.4657533800945691,0.26249825672124116,0.41929981157900453
modelvit,do0,REN,rew0,0.21735972458660063,0.4493098352772482,0.570138082178814,0.45709542054343466,0.4672546759149359,0.45479688705629984,0.34853211215761526,0.458444811070896
modelvit,do0,REN,rew0,0.21735972458660063,0.4493098352772482,0.570138082178814,0.45709542054343466,0.4672546759149359,0.45479688705629984,0.34853211215761526,0.458444811070896
modelvit,do0,MSR,rew0,0.218843290059143,0.418251573835317,0.5734459528178734,0.45930480803627993,0.4851367782148529,0.47001890719132966,0.2844499248596463,0.44490875414206854
modelvit,do0,MSR,rew0,0.218843290059143,0.418251573835317,0.5734459528178734,0.45930480803627993,0.4851367782148529,0.47001890719132966,0.2844499248596463,0.44490875414206854
modelvit,do0,KPCA RecError global,rew0,0.21957877868680656,0.442152779678567,0.4070375127134732,0.3898762235280205,0.4525303791722016,0.4357475352344373,0.30923365131744174,0.4448767168128514
modelvit,do0,KPCA RecError global,rew0,0.21957877868680656,0.442152779678567,0.4070375127134732,0.3898762235280205,0.4525303791722016,0.4357475352344373,0.30923365131744174,0.4448767168128514
modelvit,do0,PCE,rew0,0.22079680963651369,0.4220451196420587,0.574344434144731,0.46076877235783187,0.4867957199276699,0.4714761317158252,0.2839169370641527,0.4443494734739514
modelvit,do0,PCE,rew0,0.22079680963651369,0.4220451196420587,0.574344434144731,0.46076877235783187,0.4867957199276699,0.4714761317158252,0.2839169370641527,0.4443494734739514
