model,drop out,methods,reward,run,test,cifar100,svhn,tinyimagenet,lsun cropped,lsun resize,isun,textures,places365
confidnet,do0,MSR,rew2.2,1,0.0091657602497064,0.3362886218876854,0.3597354554546966,0.2582590133908732,0.2573767675564724,0.2529156107793208,0.2327491453405317,0.2098063730373191,0.3207455347231764
confidnet,do0,MSR,rew2.2,2,0.0063472382866509,0.3563087403807023,0.4461511420111426,0.2978034220493217,0.2953228922197186,0.2895182769869798,0.2706736029343157,0.2301113356270268,0.3438018590829147
confidnet,do0,MSR,rew2.2,3,0.0062070254572875,0.387142859151509,0.4963528886325411,0.334984819312391,0.3282103634563324,0.3328388888084252,0.3094523220295274,0.2537004275666713,0.3774396070616401
confidnet,do0,MSR,rew2.2,4,0.006667045596904,0.35019731147133,0.4441019424149953,0.2880132104046304,0.2741236520748836,0.2714430859691107,0.2550355549424428,0.2196173622911768,0.3353046459791045
confidnet,do0,MSR,rew2.2,5,0.0094514263696917,0.3890753831305849,0.4748199032256567,0.3417447936933217,0.3165526410222492,0.3353593374707814,0.3119217640675584,0.2566899353853368,0.3794648882889218
confidnet,do1,PCE,rew2.2,1,0.0087675689418705,0.3543432943273334,0.4259814785772737,0.2550849435642121,0.2853886506672939,0.2351497710760042,0.2235601685218869,0.220856354782344,0.331506676951123
confidnet,do1,PCE,rew2.2,2,0.0075126605720927,0.368113825768837,0.4361772224421771,0.3304598940615521,0.3158983706455984,0.3325622775980476,0.3097849090840404,0.2379344019456958,0.3623555240652406
confidnet,do1,PCE,rew2.2,3,0.0092493075671273,0.3774775289028073,0.4981316768708171,0.2897721532023994,0.3348065568368178,0.2729116558402319,0.2572785470007022,0.2478291844568441,0.3628213479040075
confidnet,do1,PCE,rew2.2,4,0.0055071367034687,0.3557800628238624,0.5451362541793722,0.2594866673358666,0.3024724095140275,0.241982254941265,0.230567743515734,0.2362520910218813,0.3370067990956387
confidnet,do1,PCE,rew2.2,5,0.0071814644695634,0.3395865258863043,0.3574793406730501,0.217195522804989,0.2766614202011466,0.2006273056769092,0.1850482411170265,0.203225224168074,0.3151867404635343
confidnet,do1,GE,rew2.2,1,0.0093560742472202,0.3482119585660645,0.4043035118515288,0.2405614384313396,0.264800676235579,0.2145304200204741,0.2050550692393377,0.2140521886070456,0.3161294514390235
confidnet,do1,GE,rew2.2,2,0.0079936549718551,0.3434871361841828,0.3782494256919341,0.2475055959961461,0.2527657235432785,0.2322519624638567,0.2140006196342739,0.2154947251862229,0.3194237032657439
confidnet,do1,GE,rew2.2,3,0.0107259788558996,0.3710439396125706,0.4817356760429938,0.2653885421582858,0.3136512541898132,0.2436768906701194,0.2310522097181562,0.2408885179153875,0.347486941703137
