model,drop out,methods,reward,run,test,cifar10,svhn,tinyimagenet,lsun cropped,lsun resize,isun,textures,places365
confidnet,do1,MCD-EMaha,rew2.2,1,0.0037777777777776,0.3450185957801884,0.5422957488953224,0.3448410296132992,0.3436717411988583,0.3446635692161068,0.3163150266971777,0.2028504868431641,0.3433536404160476
confidnet,do1,MCD-EMaha,rew2.2,2,0.012222222222222,0.3350541217142518,0.5326827342297024,0.3345216769890426,0.3355519298454932,0.3344507562224606,0.3072903533906401,0.1935088242404709,0.3356231131794048
confidnet,do1,MCD-EMaha,rew2.2,3,0.0001111111111113,0.3503444067392983,0.5481507266689007,0.3500255861002019,0.3511962678113631,0.3491770647652997,0.3226397634039303,0.2085585042219538,0.351089651883643
confidnet,do1,MCD-EMaha,rew2.2,4,0.0057777777777775,0.3536280898207157,0.5513682798975983,0.3540896518836431,0.3536280898207157,0.3541251862891205,0.3260371690427696,0.2116314646505267,0.3534153021732656
confidnet,do1,MCD-EMaha,rew2.2,5,0.0014444444444448,0.3525656697782267,0.550981601072255,0.3523183168905262,0.3515422602089265,0.3520358797671376,0.3253150266971775,0.2103580365736282,0.3520358797671376
confidnet,do1,MCD-EResidual,rew2.2,1,0.0058175958966986,0.3451344383712273,0.542240267157414,0.3450350906999953,0.3438873525985098,0.3446537738558293,0.3163136541235409,0.2030741669287105,0.3435862858242561
confidnet,do1,MCD-EResidual,rew2.2,2,0.014329399109633,0.3352871764828378,0.5324510943301735,0.3346076102353955,0.3361344653196806,0.3344484681026609,0.3073504767347945,0.193572483581519,0.3360841604489405
confidnet,do1,MCD-EResidual,rew2.2,3,0.0001111111111108,0.3503444067392989,0.5481507266689012,0.3500255861002025,0.3511962678113637,0.3491770647653003,0.3226397634039307,0.2085585042219544,0.3510896518836435
confidnet,do1,MCD-EResidual,rew2.2,4,0.0065197653483995,0.3556256516676183,0.5515622802613035,0.3550223410695852,0.3561494126678886,0.3548045133433592,0.3265288891815243,0.2125528878619608,0.3564297033865398
confidnet,do1,MCD-EResidual,rew2.2,5,0.0014444444444448,0.3525656697782267,0.550981601072255,0.3523183168905262,0.3515422602089265,0.3520358797671376,0.3253150266971775,0.2103580365736282,0.3520358797671376
confidnet,do1,MCD-EViM,rew2.2,1,0.0064369449684982,0.3451240016700486,0.5422388198862322,0.3449994464071515,0.343863913035712,0.344644428335784,0.3163056819726753,0.2030432892090103,0.3435655389139271
confidnet,do1,MCD-EViM,rew2.2,2,0.0141044546711409,0.33528511887286,0.5324557156950555,0.3345816493095607,0.3361662058369457,0.3344402367586909,0.3073436827528854,0.1935172200212811,0.3361972646889168
confidnet,do1,MCD-EViM,rew2.2,3,0.0001111111111108,0.3503444067392989,0.5481507266689012,0.3500255861002025,0.3511962678113637,0.3491770647653003,0.3226397634039307,0.2085585042219544,0.3510896518836435
confidnet,do1,MCD-EViM,rew2.2,4,0.0064122174430237,0.3553937844984863,0.5514727152639621,0.3547693285041075,0.3558483218712497,0.3546062605676107,0.3264127180916525,0.2123892709447258,0.3562470861127839
confidnet,do1,MCD-EViM,rew2.2,5,0.0014444444444448,0.3525656697782267,0.550981601072255,0.3523183168905262,0.3515422602089265,0.3520358797671376,0.3253150266971775,0.2103580365736282,0.3520358797671376
confidnet,do1,MCD-Residual,rew2.2,1,0.0100139551899741,0.3456885638419962,0.542245816318596,0.3452360592200869,0.3441628124222681,0.3447224797237544,0.3164511496054021,0.2032554206554102,0.3441633263395277
confidnet,do1,MCD-Residual,rew2.2,2,0.012222222222222,0.3350541217142518,0.5326827342297024,0.3345216769890426,0.3355519298454932,0.3344507562224606,0.3072903533906401,0.1935088242404709,0.3356231131794048
confidnet,do1,MCD-Residual,rew2.2,3,0.0001111111111113,0.3503444067392983,0.5481507266689007,0.3500255861002019,0.3511962678113631,0.3491770647652997,0.3226397634039303,0.2085585042219538,0.351089651883643
confidnet,do1,MCD-Residual,rew2.2,4,0.0057777777777774,0.3536280898207156,0.5513682798975981,0.354089651883643,0.3536280898207156,0.3541251862891204,0.3260371690427696,0.2116314646505265,0.3534153021732655
confidnet,do1,MCD-Residual,rew2.2,5,0.0014444444444448,0.3525656697782267,0.550981601072255,0.3523183168905262,0.3515422602089265,0.3520358797671376,0.3253150266971775,0.2103580365736282,0.3520358797671376
confidnet,do1,MCD-Maha,rew2.2,1,0.0058090447315923,0.3451120319419324,0.5420689123455561,0.3446486948460227,0.3435350860849714,0.344505388241377,0.3161581356466096,0.2027225818513198,0.3431899887914912
confidnet,do1,MCD-Maha,rew2.2,2,0.0188592227126801,0.3361207206347065,0.5324198768288537,0.3345193455340264,0.3355535523961825,0.3341703374794152,0.3070092763977947,0.1935633454355314,0.3357474119504664
confidnet,do1,MCD-Maha,rew2.2,3,0.0126859320780729,0.3526327236344316,0.5479047116930008,0.3496538445524896,0.351030758343796,0.3486165054188552,0.3222090413452821,0.2087483359286692,0.3514503966762639
confidnet,do1,MCD-Maha,rew2.2,4,0.0058375591575887,0.3538454544551324,0.5509766878932403,0.3538480910012377,0.3533665518327448,0.3537097657509891,0.3257166295394556,0.2114582136105599,0.3532249000059932
confidnet,do1,MCD-Maha,rew2.2,5,0.0057582062249652,0.3525948194180723,0.5507034689890883,0.3520843176074785,0.3513152578059587,0.3520556542498925,0.3254922591704933,0.2101524617624353,0.3518731655617984
confidnet,do1,MCD-MLS,rew2.2,1,0.0213960455728024,0.2034421163849197,0.3055297181785547,0.2049184704552039,0.1805475173473067,0.2472518944066883,0.2107857390893293,0.1159283772956259,0.2097195526833961
confidnet,do1,MCD-MLS,rew2.2,2,0.0240908677954371,0.1963632340972456,0.3242559253868187,0.1783607512603856,0.1644331432333367,0.2119884081089194,0.1810674621830586,0.1016982400470536,0.2039086454814201
confidnet,do1,MCD-MLS,rew2.2,3,0.0116812945514074,0.2214689019131445,0.3321126417898792,0.2203258036092423,0.1952596373248417,0.2234933980357915,0.2101809531761814,0.1265558683583491,0.2293763487864582
confidnet,do1,MCD-MLS,rew2.2,4,0.0117853900528572,0.2290955481362677,0.3531881736971008,0.2027944244292984,0.2055298969231868,0.2194901722402315,0.1996648700141556,0.138372673755579,0.2394238788354317
