model,drop out,methods,reward,test,cifar10,svhn,tinyimagenet,lsun cropped,lsun resize,isun,textures,places365
modelvit,do0,Confidence,rew0,0.0038888888888888398,0.4561152561051981,0.6667049526668558,0.4561152561051981,0.4561152561051981,0.4561152561051981,0.42785847826062595,0.3142248517302796,0.4561152561051981
modelvit,do1,PCA RecError global,rew0,0.007392150692629221,0.35942562174407283,0.5772241484557088,0.3509818597110172,0.4174568030939403,0.3919622989537914,0.35939851643464804,0.25081570151117394,0.3402418833232086
modelvit,do1,pNML,rew0,0.007579764284925241,0.37386769097508565,0.580568296412848,0.354479815118923,0.426627619290098,0.38309077672158043,0.3537660701343793,0.2800600715827761,0.35670914380072194
modelvit,do1,REN,rew0,0.01019067464549856,0.3052420415630096,0.36602034360818114,0.3091971131599953,0.2572027782650656,0.29455571019253385,0.27619802600274707,0.19448743882435368,0.3219227496230741
modelvit,do1,GEN,rew0,0.0103799232126428,0.30719281813139077,0.4134350396161599,0.3183312074959281,0.28875128552834034,0.3202072944853006,0.30024413476727696,0.19191350120669298,0.3241679193575255
modelvit,do1,PE,rew0,0.0108324546274515,0.24436429184145939,0.34536229253540146,0.2706763553919055,0.256696508900404,0.29609373703159336,0.2735569517493131,0.11964830357119793,0.27283151764955405
modelvit,do0,MSR,rew0,0.01098665415777346,0.26187368892867974,0.4095752649546057,0.2776260116945629,0.270001159556737,0.27919141705017114,0.2795267370779707,0.14565092305304161,0.28316298812606294
modelvit,do0,CTMmean,rew0,0.011053554131773499,0.2800922050881364,0.4190482871848985,0.29876296388809215,0.3799725712472963,0.31883289722052627,0.30812298530858484,0.16490563612676076,0.3110462011444982
modelvit,do1,Energy,rew0,0.01143524329205926,0.2488118455241307,0.37628598819639825,0.27942962819021405,0.2798511454503996,0.31735903450762926,0.29147501481902643,0.12693568903178085,0.27409454230696684
modelvit,do0,PCE,rew0,0.01194755398949912,0.24738612009834143,0.392147028418295,0.27063962031205485,0.2625386776212945,0.27567139732538815,0.27610147548893893,0.12839190590112276,0.27349279385995984
modelvit,do0,Maha,rew0,0.0120497739772826,0.294301027504945,0.528805313455534,0.278487162372957,0.40405280168863583,0.31789753347572264,0.29943061162756496,0.15496216802121457,0.22988636710989702
modelvit,do1,CTM,rew0,0.01337661602462362,0.21828203954132155,0.3632314196810761,0.26025681430446906,0.2592453918510307,0.2896640791780703,0.26932806647726826,0.09390992782580636,0.24657044966411581
modelvit,do0,Residual,rew0,0.01342529323002786,0.36437814105032873,0.5704131586805409,0.32045436234331937,0.42091776700418704,0.35237562102085396,0.3278586788521008,0.22857658484745763,0.2959606251991435
modelvit,do1,GE,rew0,0.013592118932040001,0.236557903840163,0.3506914471687428,0.26750772315702526,0.265358740840096,0.30345835085257206,0.2787882632630382,0.11696356985606311,0.2653595978475348
modelvit,do1,NeCo,rew0,0.01383536549647554,0.2264246408626629,0.3736600343423361,0.2599538440599846,0.286196034144864,0.3142977810886779,0.2855919376607753,0.1001793445577884,0.25199204416175275
modelvit,do1,NNGuide,rew0,0.01390309916425896,0.2575990547350462,0.349617410934667,0.2687090275513401,0.28234893435410313,0.30092172384327653,0.27428309224390846,0.11806117918828371,0.2752111992367726
modelvit,do1,KPCA RecError global,rew0,0.01727808649912228,0.35379722144508824,0.2825880179710692,0.2959924230098149,0.24959823866807002,0.27838161000455885,0.2547621185356152,0.15767042958045469,0.29560144794500026
modelvit,do1,fDBD,rew0,0.017710536844782198,0.2178529574292109,0.3355671499229275,0.2506575645973496,0.25415125961642626,0.27604518572285336,0.25571267624797583,0.08549982036894262,0.24146016860983327
modelvit,do1,MLS,rew0,0.017879390615939062,0.22095305410893817,0.33154722985856944,0.25608924435618485,0.25426240353139057,0.2958353978510357,0.27085856551759785,0.0912878664090222,0.254568184937623
modelvit,do1,GradNorm,rew0,0.01902960203144576,0.2300588273350077,0.29353278761954527,0.2590495860727443,0.24171798507591644,0.29489488952301224,0.26778739856542155,0.10067334125576877,0.26428162226599305
modelvit,do1,ViM,rew0,0.01940835398960928,0.2657569072208531,0.47946606085879556,0.23407831611319177,0.34718184822722714,0.30015652599871767,0.2755524198439735,0.08116463980019456,0.18495381842277928
modelvit,do1,CTMmeanOC,rew0,0.01963855728350768,0.29019749693320984,0.33327016643620777,0.27066466199060296,0.3120238719572462,0.3052934602964385,0.2750162723755214,0.12129161661555687,0.29498756276190274
