model,drop out,methods,reward,test,cifar10,svhn,tinyimagenet,lsun cropped,lsun resize,isun,textures,places365
confidnet,do1,MCD-MSR,rew2.2,0.3490198171270843,0.4454978945896988,0.48795914656248646,0.4587966840053267,0.4305004301828356,0.4976856631523754,0.4767523614667006,0.4223190651925089,0.45885947834225016
confidnet,do1,MCD-GEN,rew2.2,0.3523172903955305,0.4460002413143953,0.485753136329215,0.4606612973434062,0.43338213933615943,0.5004431495250217,0.47799614410815244,0.42417117817510175,0.46217241219403615
confidnet,do1,MCD-PCE,rew2.2,0.35295138675369764,0.4428385465770169,0.4812196766537877,0.44830371525117274,0.4228256073309854,0.486971333968606,0.46669400344602224,0.4178298806601859,0.45570843147119133
confidnet,do1,MCD-EGEN,rew2.2,0.3543452709742074,0.4481218284285323,0.49399029419934787,0.4547810848230891,0.4185793519258258,0.4943120915396591,0.4726754243415939,0.4215753454581595,0.4590655009394542
confidnet,do1,MCD-EMSR,rew2.2,0.35488423131890745,0.44813856175518596,0.49280593175679516,0.4522956671826819,0.4205919247159334,0.49092345145005883,0.4701616158317977,0.42112361192032016,0.45839110003992467
confidnet,do1,MCD-Confidence,rew2.2,0.35774825081590433,0.45692868423870375,0.4607493953878962,0.46126215353891303,0.4201816001912893,0.4938117923949445,0.47328728264362513,0.40036312322929773,0.45499729822203727
confidnet,do1,MCD-EPCE,rew2.2,0.3590280811324552,0.4469962463421311,0.487497001511333,0.44255166331600604,0.41766998995193383,0.47943430013444843,0.4601569770174366,0.41870750598253703,0.45776124296000764
confidnet,do1,MCD-EREN,rew2.2,0.3616274441412467,0.4469345676734783,0.4805625746813328,0.4371989109918604,0.41393179215494713,0.4732229302760773,0.45413013645379297,0.4172059242877914,0.4587256629654083
confidnet,do1,MCD-REN,rew2.2,0.36243567766253515,0.44786241983887554,0.47542255155865265,0.4418769108997309,0.42630416645728453,0.4765912841413117,0.45686394737321956,0.41947103680408704,0.4632626670634757
confidnet,do1,MCD-EPE,rew2.2,0.36271891711288434,0.44694760108189335,0.4803423368992097,0.43597547080785554,0.4122771997515506,0.47007013509417606,0.45206227443195834,0.4161901441534045,0.45705835704379805
confidnet,do1,MCD-CTMmeanOC,rew2.2,0.3630597186359217,0.4649937664342632,0.4008790387479634,0.4264029107129132,0.41532564997927207,0.452064904735028,0.4359883298170665,0.3744039637439757,0.46314746619152647
confidnet,do1,MCD-PE,rew2.2,0.36478065416164746,0.4460963356604245,0.47507402567821677,0.4313488526812669,0.4170684124557207,0.46519157315731674,0.44900423882717977,0.41469634288616364,0.45731060746524443
confidnet,do1,MCD-CTMmean,rew2.2,0.36496786533373193,0.4669001840750349,0.39716993330291556,0.4250766779824867,0.4139784762933091,0.44966294789229855,0.4337695187169002,0.37271624844680046,0.46375262506796766
confidnet,do1,MCD-NNGuide,rew2.2,0.3652540120104292,0.4512738357872873,0.4614731706664615,0.4347143609007766,0.413093866986614,0.46565430540867164,0.44594560936632754,0.40302092057961403,0.45967047301628633
confidnet,do1,MCD-MLS,rew2.2,0.365683939158343,0.44512858010438894,0.46484233613273795,0.42988083007481404,0.4044754584986257,0.45896716320988507,0.4432239206875582,0.4094019602958305,0.45454968357891357
confidnet,do1,MCD-NeCo,rew2.2,0.3657255572819142,0.4452629090428902,0.4625013158162661,0.42867237739285546,0.40417083116197483,0.45769756233268827,0.4420216791165122,0.4078484343834696,0.4543530888844158
confidnet,do1,MCD-ENNGuide,rew2.2,0.36755945520527333,0.4548113914392843,0.4682452726142703,0.43717495244284094,0.41258016787616547,0.4675937996858477,0.44799554445473133,0.4058077284434541,0.4631127875625859
confidnet,do1,MCD-fDBD,rew2.2,0.3677159725172679,0.4694182905778835,0.4252597625634385,0.45089997613675925,0.39195312410706384,0.481179419336644,0.45575567686025575,0.3896581236361436,0.46530088663658986
confidnet,do1,MCD-GradNorm,rew2.2,0.36938475929665987,0.4491741547669653,0.5125581493458138,0.4531482730530653,0.4067328436422587,0.48620902406592303,0.46699607051043585,0.438085587711334,0.4621376599679136
confidnet,do1,MCD-EMLS,rew2.2,0.3697574966867586,0.44934393615605206,0.47053905131209783,0.4318083298828899,0.40332466662279653,0.4589250286483882,0.44360026582407563,0.4120694115925989,0.45740717391011493
confidnet,do1,MCD-ENeCo,rew2.2,0.3703820787622586,0.45019397426047403,0.46643199645839084,0.4287506182178179,0.4045809688138749,0.45488555608005604,0.4403058517904287,0.40894311023184915,0.4571126402645488
confidnet,do1,MCD-Energy,rew2.2,0.3712386852976965,0.44977420350562003,0.46051695481115357,0.4271835373508863,0.4063367001737778,0.4521386617677313,0.4375021047215773,0.4095146371274276,0.4569866971189954
confidnet,do1,MCD-EEnergy,rew2.2,0.37252275991139483,0.45211051072601594,0.46754360645711673,0.4316499113500095,0.4046670448296118,0.4558721183469957,0.44127285995757826,0.4125891069318648,0.45901656266463664
confidnet,do1,MCD-GE,rew2.2,0.37279754531836123,0.4521912123169762,0.4693878103426131,0.4206587048931197,0.4136065410785717,0.4443656776188199,0.43152405408512323,0.41064535418687476,0.46125755652037864
confidnet,do1,MCD-EGE,rew2.2,0.3728108902938231,0.45230057616646596,0.47988147226700695,0.4280188157615744,0.4141876082050272,0.45376087934904763,0.4403724072508279,0.41651335138884643,0.46275941143748456
confidnet,do1,MCD-ECTMmeanOC,rew2.2,0.37336579207300213,0.47137386583673235,0.3847545149018995,0.39488393622678586,0.4049896106682037,0.4195809665831348,0.4067405802872225,0.35952802871293815,0.4669471201818166
